urun_id,urun_puan,ekran_ekran_boyutu,ekran_ekran_yenileme_hızı,batarya_batarya_kapasitesi_tipik,batarya_hızlı_şarj,batarya_hızlı_şarj_gücü_maks.,batarya_kablosuz_şarj,kamera_kamera_çözünürlüğü,kamera_optik_görüntü_sabitleyici_ois,kamera_video_fps_değeri,kamera_ön_kamera_çözünürlüğü,temel_donanim_cpu_çekirdeği,temel_donanim_cpu_üretim_teknolojisi,temel_donanim_antutu_puanı_v10,temel_donanim_bellek_ram,temel_donanim_dahili_depolama,tasarim_kalınlık,tasarim_ağırlık,ağ_bağlantilari_5g,ağ_bağlantilari_4.5g_desteği,ağ_bağlantilari_4g,ağ_bağlantilari_2g,ağ_bağlantilari_3g,kablosuz_bağlantilar_bluetooth_versiyonu,kablosuz_bağlantilar_nfc,özelli̇kler_suya_dayanıklılık,ekran_ekran_teknolojisi_Dynamic AMOLED,ekran_ekran_teknolojisi_IPS LCD,ekran_ekran_teknolojisi_OLED,ekran_ekran_teknolojisi_PLS,ekran_ekran_teknolojisi_Super AMOLED,ekran_ekran_teknolojisi_TFT LCD,ekran_ekran_çözünürlüğü_standardı_FHD+,ekran_ekran_çözünürlüğü_standardı_HD,ekran_ekran_çözünürlüğü_standardı_HD+,ekran_ekran_çözünürlüğü_standardı_QHD,ekran_ekran_çözünürlüğü_standardı_QHD+,ekran_ekran_çözünürlüğü_standardı_SD,kamera_video_kayıt_çözünürlüğü_1440p (Quad HD) 2K,kamera_video_kayıt_çözünürlüğü_2160p (Ultra HD) 4K,kamera_video_kayıt_çözünürlüğü_4320p (Ultra HD) 8K,kamera_video_kayıt_çözünürlüğü_480p,kamera_video_kayıt_çözünürlüğü_720p (HD),kamera_video_kayıt_çözünürlüğü_Unknown,tasarim_gövde_malzemesi_kapak_Cam,tasarim_gövde_malzemesi_kapak_Cam | Kauçuk/Plastik (Deri Görünümlü),tasarim_gövde_malzemesi_kapak_Cam | Plastik (Cam Görünümlü),tasarim_gövde_malzemesi_kapak_Fiberglass,tasarim_gövde_malzemesi_kapak_Fiberglass | Kauçuk/Plastik (Deri Görünümlü),tasarim_gövde_malzemesi_kapak_Kauçuk/Plastik (Deri Görünümlü),tasarim_gövde_malzemesi_kapak_Kauçuk/Plastik (Deri Görünümlü) | Plastik (Cam Görünümlü),tasarim_gövde_malzemesi_kapak_Metal,tasarim_gövde_malzemesi_kapak_Plastik,tasarim_gövde_malzemesi_kapak_Plastik (Cam Görünümlü),tasarim_gövde_malzemesi_kapak_Plastik (Metalik Görünümlü),tasarim_gövde_malzemesi_kapak_PoliKarbonat (Metalik Görünümlü),tasarim_gövde_malzemesi_kapak_Polikarbonat,tasarim_gövde_malzemesi_kapak_Polimer (Cam Görünümlü),tasarim_gövde_malzemesi_kapak_Unknown,i̇şleti̇m_si̇stemi̇_i̇şletim_sistemi_BlackBerry OS,i̇şleti̇m_si̇stemi̇_i̇şletim_sistemi_iOS
483,63.0,6.7,60.0,4300.0,1,25.0,1,12.0,1.0,24.0,10.0,8.0,7.0,684.45,8.0,256.0,8.3,192.0,0.0,1,1,1,1,5.0,1.0,1.0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
485,44.0,6.67,90.0,5000.0,1,45.0,0,50.0,0.0,30.0,8.0,8.0,12.0,273.0,8.0,128.0,7.64,185.0,0.0,1,1,1,1,5.0,1.0,1.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
486,72.0,6.6,120.0,4900.0,1,66.0,1,50.0,1.0,60.0,13.0,8.0,7.0,751.8,12.0,256.0,7.95,207.0,0.0,1,1,1,1,5.2,1.0,1.0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
487,46.0,6.72,90.0,5000.0,1,33.0,0,64.0,0.0,60.0,8.0,8.0,12.0,684.45,8.0,256.0,7.89,189.5,0.0,1,1,1,1,5.2,1.0,0.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
489,61.0,6.8,120.0,5160.0,1,45.0,0,64.0,1.0,60.0,32.0,8.0,4.0,684.45,8.0,256.0,8.9,210.5,0.0,1,1,1,1,5.0,1.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
490,80.0,6.7,120.0,4323.0,1,20.0,1,48.0,1.0,60.0,12.0,6.0,4.0,1761400.0,6.0,512.0,7.85,240.0,0.0,1,1,1,1,5.3,1.0,1.0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
491,49.0,6.43,90.0,5000.0,1,33.0,0,50.0,0.0,30.0,13.0,8.0,6.0,684.45,6.0,128.0,8.09,179.0,0.0,1,1,1,1,5.0,0.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
492,75.0,6.7,120.0,4000.0,1,25.0,1,50.0,1.0,60.0,10.0,8.0,4.0,1511600.0,12.0,512.0,6.9,187.0,0.0,1,1,1,1,5.3,1.0,1.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
494,69.0,6.7,60.0,4325.0,1,20.0,1,12.0,1.0,60.0,12.0,6.0,5.0,684.45,6.0,256.0,7.8,203.0,0.0,1,1,1,1,5.3,1.0,1.0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
496,64.0,6.1,60.0,2815.0,1,20.0,1,12.0,1.0,60.0,12.0,6.0,5.0,1250400.0,4.0,256.0,7.4,164.0,0.0,1,1,1,1,5.0,1.0,1.0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
497,61.0,5.4,60.0,2227.0,1,20.0,1,12.0,1.0,60.0,12.0,6.0,5.0,1113100.0,4.0,128.0,7.4,135.0,0.0,1,1,1,1,5.0,1.0,1.0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
498,41.0,6.3,60.0,4050.0,1,15.0,0,25.0,0.0,30.0,13.0,8.0,10.0,684.45,4.0,64.0,9.9,218.0,0.0,1,1,1,1,5.0,1.0,1.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
499,82.0,6.5,120.0,3149.0,1,20.0,1,48.0,1.0,60.0,18.0,6.0,3.0,2123800.0,12.0,512.0,5.64,165.0,0.0,1,1,1,1,6.0,1.0,1.0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
500,62.0,6.67,120.0,5000.0,1,67.0,0,200.0,1.0,60.0,16.0,8.0,6.0,433.2,12.0,512.0,7.98,179.0,0.0,1,1,1,1,5.3,1.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
501,42.0,6.75,90.0,5200.0,1,22.5,0,50.0,0.0,30.0,8.0,8.0,12.0,222.2,6.0,128.0,8.3,204.0,0.0,1,1,1,1,5.2,1.0,0.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
503,45.0,6.6,60.0,4050.0,1,15.0,0,50.0,0.0,30.0,5.0,8.0,6.0,384.7,6.0,128.0,10.2,240.0,0.0,1,1,1,1,5.3,1.0,1.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
504,41.0,6.56,90.0,5000.0,1,33.0,0,50.0,0.0,30.0,5.0,8.0,12.0,269.1,6.0,128.0,8.16,190.0,0.0,1,1,1,1,5.3,0.0,1.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
505,47.0,6.64,90.0,5000.0,1,44.0,0,50.0,0.0,30.0,16.0,8.0,6.0,341.5,8.0,128.0,8.07,202.0,0.0,1,1,1,1,5.1,1.0,1.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
507,44.0,6.5,90.0,5000.0,1,18.0,0,50.0,0.0,30.0,8.0,8.0,12.0,255.3,4.0,128.0,8.92,181.0,0.0,1,1,1,1,5.1,0.0,0.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
508,54.0,6.5,60.0,3174.0,1,15.0,1,12.0,1.0,60.0,7.0,6.0,7.0,831.2,4.0,256.0,7.7,208.0,0.0,1,1,1,1,5.0,1.0,1.0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
510,55.0,6.67,120.0,5000.0,1,67.0,0,50.0,1.0,30.0,16.0,8.0,6.0,367.5,8.0,512.0,7.92,187.0,0.0,1,1,1,1,5.0,1.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
511,76.0,6.8,120.0,6500.0,1,80.0,0,50.0,1.0,30.0,16.0,8.0,4.0,2213700.0,16.0,512.0,8.9,229.0,0.0,1,1,1,1,5.3,1.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
512,64.0,6.67,120.0,5100.0,1,67.0,0,64.0,1.0,30.0,16.0,8.0,4.0,605.8,12.0,512.0,7.98,181.0,0.0,1,1,1,1,5.2,1.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
514,39.0,6.6,60.0,5000.0,1,15.0,0,50.0,0.0,30.0,13.0,8.0,8.0,186.9,4.0,64.0,9.1,201.0,0.0,1,1,1,1,5.1,0.0,0.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
515,65.0,6.7,120.0,3700.0,1,25.0,1,12.0,1.0,60.0,10.0,8.0,4.0,1258400.0,8.0,128.0,6.9,187.0,0.0,1,1,1,1,5.2,1.0,1.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
516,46.0,6.78,60.0,5000.0,1,18.0,0,108.0,0.0,30.0,16.0,8.0,12.0,684.45,8.0,128.0,9.1,213.0,0.0,1,1,1,1,5.0,1.0,0.0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
517,74.0,6.7,120.0,4352.0,1,20.0,1,12.0,1.0,60.0,12.0,6.0,5.0,1438500.0,6.0,256.0,7.65,240.0,0.0,1,1,1,1,5.0,1.0,1.0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
518,53.0,6.47,60.0,5260.0,1,30.0,0,108.0,1.0,30.0,32.0,8.0,8.0,370.7,6.0,128.0,9.67,208.0,0.0,1,1,1,1,5.0,1.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
519,36.0,6.5,60.0,5000.0,0,30.0,0,12.0,0.0,30.0,8.0,8.0,11.0,208.3,3.0,64.0,9.1,195.0,0.0,1,1,1,1,5.0,1.0,0.0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
521,42.0,6.6,90.0,5000.0,1,18.0,0,50.0,0.0,30.0,8.0,8.0,12.0,160.9,8.0,128.0,8.75,189.0,0.0,1,1,1,1,5.0,1.0,0.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
522,39.0,6.74,90.0,5000.0,1,33.0,0,50.0,0.0,30.0,8.0,8.0,12.0,254.3,4.0,128.0,7.49,182.0,0.0,1,1,1,1,5.0,0.0,0.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
524,74.0,6.8,120.0,5000.0,1,25.0,1,108.0,1.0,24.0,40.0,8.0,5.0,986.7,12.0,256.0,8.9,229.0,0.0,1,1,1,1,5.2,1.0,1.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
525,47.0,6.43,60.0,4000.0,1,18.0,0,48.0,0.0,30.0,16.0,8.0,12.0,578.5,8.0,128.0,7.48,164.0,0.0,1,1,1,1,5.1,1.0,0.0,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
526,40.0,6.53,60.0,5020.0,1,18.0,0,48.0,0.0,30.0,13.0,8.0,12.0,684.45,3.0,64.0,8.9,199.0,0.0,1,1,1,1,5.0,0.0,1.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
527,50.0,5.8,60.0,2716.0,1,15.0,1,12.0,1.0,60.0,7.0,6.0,10.0,623.2,3.0,256.0,7.7,174.0,0.0,1,1,1,1,5.0,1.0,1.0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
528,21.0,5.5,60.0,3000.0,0,30.0,0,13.0,0.0,30.0,5.0,8.0,14.0,684.45,2.0,16.0,7.6,170.0,0.0,1,1,1,1,4.1,0.0,0.0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
531,55.0,6.9,120.0,4310.0,1,33.0,0,50.0,0.0,30.0,16.0,8.0,4.0,684.669,8.0,256.0,7.0,209.0,0.0,1,1,1,1,5.2,1.0,1.0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
532,80.0,6.8,120.0,6000.0,1,80.0,0,50.0,1.0,30.0,12.0,8.0,4.0,2176000.0,16.0,512.0,8.78,246.0,0.0,1,1,1,1,5.4,1.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
533,74.0,6.7,60.0,4383.0,1,20.0,1,48.0,1.0,60.0,12.0,6.0,4.0,1417400.0,6.0,512.0,7.8,201.0,0.0,1,1,1,1,5.3,1.0,1.0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
534,57.0,6.67,120.0,4500.0,1,120.0,0,108.0,0.0,30.0,16.0,8.0,6.0,557.9,8.0,128.0,8.34,204.0,0.0,1,1,1,1,5.2,1.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
535,56.0,6.6,120.0,5000.0,1,67.0,0,64.0,0.0,30.0,16.0,8.0,6.0,793.1,8.0,128.0,8.9,193.0,0.0,1,1,1,1,5.2,1.0,1.0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
536,22.0,4.7,60.0,1800.0,0,30.0,0,8.0,0.0,60.0,1.2,2.0,20.0,684.45,1.0,32.0,6.9,129.0,0.0,1,1,1,1,4.0,1.0,0.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
538,51.0,6.5,90.0,5000.0,1,25.0,0,50.0,0.0,30.0,13.0,8.0,6.0,415.1,8.0,256.0,8.4,200.0,0.0,1,1,1,1,5.3,1.0,0.0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
540,68.0,6.7,120.0,4700.0,1,45.0,1,50.0,1.0,60.0,32.0,8.0,4.0,1124200.0,12.0,512.0,8.6,201.2,0.0,1,1,1,1,5.3,1.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
542,39.0,6.56,90.0,5000.0,1,18.0,0,50.0,0.0,30.0,8.0,8.0,12.0,684.45,4.0,128.0,9.0,203.0,0.0,1,1,1,1,5.0,0.0,1.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
543,65.0,6.78,120.0,5000.0,1,80.0,0,50.0,1.0,30.0,50.0,8.0,4.0,842.6,12.0,256.0,7.45,186.0,0.0,1,1,1,1,5.4,1.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
545,42.0,6.82,90.0,7000.0,1,18.0,0,16.0,0.0,30.0,8.0,8.0,12.0,249.3,4.0,64.0,9.63,230.0,0.0,1,1,1,1,5.0,1.0,0.0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
546,32.0,6.52,60.0,5000.0,0,30.0,0,13.0,0.0,30.0,8.0,8.0,12.0,684.45,4.0,64.0,8.4,190.0,0.0,1,1,1,1,5.0,0.0,0.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
547,76.0,6.7,120.0,4352.0,1,20.0,1,12.0,1.0,60.0,12.0,6.0,5.0,1438500.0,6.0,1.0,7.65,240.0,0.0,1,1,1,1,5.0,1.0,1.0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
548,60.0,6.5,120.0,4500.0,1,25.0,0,64.0,1.0,30.0,32.0,8.0,6.0,586.4,8.0,128.0,8.4,189.0,0.0,1,1,1,1,5.0,1.0,1.0,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
549,69.0,6.6,120.0,4360.0,1,66.0,1,50.0,1.0,60.0,13.0,8.0,5.0,684.45,8.0,256.0,8.5,195.0,0.0,1,1,1,1,5.2,1.0,1.0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
550,68.0,6.58,90.0,4200.0,1,40.0,1,50.0,1.0,60.0,32.0,8.0,7.0,684.45,8.0,256.0,8.95,209.0,0.0,1,1,1,1,5.1,1.0,1.0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
551,44.0,6.4,60.0,6000.0,1,15.0,0,48.0,0.0,30.0,20.0,8.0,10.0,265.5,4.0,64.0,8.9,188.0,0.0,1,1,1,1,5.0,1.0,0.0,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
552,35.0,6.22,60.0,5000.0,1,18.0,0,12.0,0.0,30.0,8.0,8.0,12.0,684.45,4.0,64.0,9.4,188.0,0.0,1,1,1,1,4.2,0.0,1.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
553,19.0,5.5,60.0,3100.0,0,30.0,0,8.0,0.0,30.0,1.9,4.0,32.0,684.45,2.0,16.0,9.4,183.0,0.0,0,0,1,1,4.0,1.0,0.0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
554,64.0,6.67,120.0,5110.0,1,45.0,0,50.0,1.0,30.0,20.0,8.0,4.0,646.6,8.0,256.0,8.4,190.0,0.0,1,1,1,1,5.4,1.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
555,45.0,6.68,90.0,5500.0,1,15.0,0,50.0,0.0,30.0,5.0,8.0,12.0,257.2,8.0,256.0,8.1,198.0,0.0,1,1,1,1,5.0,0.0,1.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
556,65.0,6.7,120.0,5200.0,1,100.0,0,50.0,1.0,30.0,50.0,8.0,4.0,792.7,8.0,256.0,7.7,187.0,0.0,1,1,1,1,5.3,1.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
557,80.0,6.7,60.0,4674.0,1,30.0,1,48.0,1.0,60.0,12.0,6.0,3.0,1572700.0,8.0,512.0,7.8,199.0,0.0,1,1,1,1,5.3,1.0,1.0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
560,83.0,6.1,120.0,3274.0,1,20.0,1,48.0,1.0,60.0,12.0,6.0,3.0,1791300.0,8.0,1.0,8.25,187.0,0.0,1,1,1,1,5.3,1.0,1.0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
561,65.0,6.67,120.0,5000.0,1,67.0,0,64.0,1.0,30.0,16.0,8.0,4.0,1134500.0,12.0,256.0,7.9,181.0,0.0,1,1,1,1,5.3,1.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
562,36.0,6.5,90.0,5000.0,1,15.0,0,50.0,0.0,30.0,5.0,8.0,8.0,684.45,4.0,64.0,9.1,195.0,0.0,1,1,1,1,5.0,0.0,0.0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
563,33.0,6.5,60.0,5000.0,1,15.0,0,50.0,0.0,30.0,5.0,8.0,12.0,684.45,4.0,64.0,9.1,192.0,0.0,1,1,1,1,5.0,0.0,0.0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
564,56.0,6.67,120.0,4500.0,1,120.0,0,108.0,0.0,30.0,16.0,8.0,6.0,684.45,6.0,128.0,8.34,204.0,0.0,1,1,1,1,5.2,1.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
565,58.0,6.1,60.0,3800.0,1,22.5,0,50.0,1.0,60.0,32.0,8.0,7.0,652.1,8.0,128.0,8.5,175.0,0.0,1,1,1,1,5.1,1.0,1.0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
566,25.0,6.2,60.0,4000.0,0,30.0,0,13.0,0.0,30.0,8.0,8.0,12.0,684.45,2.0,32.0,7.8,168.0,0.0,1,1,1,1,4.2,0.0,0.0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
567,56.0,6.4,60.0,4000.0,1,15.0,1,12.0,1.0,60.0,8.0,8.0,10.0,445.2,6.0,128.0,8.8,201.0,0.0,1,1,1,1,5.0,1.0,1.0,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
568,73.0,6.8,120.0,6500.0,1,80.0,0,50.0,1.0,30.0,16.0,8.0,4.0,2170600.0,12.0,256.0,8.9,229.0,0.0,1,1,1,1,5.3,1.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
569,81.0,6.1,120.0,3274.0,1,20.0,1,48.0,1.0,60.0,12.0,6.0,3.0,1791300.0,8.0,512.0,8.25,187.0,0.0,1,1,1,1,5.3,1.0,1.0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
570,74.0,6.2,120.0,4400.0,1,25.0,1,50.0,1.0,30.0,10.0,8.0,4.0,1513900.0,12.0,256.0,13.4,253.0,0.0,1,1,1,1,5.3,1.0,1.0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
571,42.0,6.6,60.0,5000.0,1,15.0,0,50.0,0.0,30.0,13.0,8.0,8.0,186.9,4.0,128.0,9.1,201.0,0.0,1,1,1,1,5.1,0.0,0.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
572,44.0,6.55,90.0,5000.0,1,18.0,0,50.0,0.0,30.0,8.0,8.0,6.0,684.45,6.0,128.0,8.38,192.0,0.0,1,1,1,1,5.0,1.0,1.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
573,26.0,6.52,60.0,4000.0,0,30.0,0,13.0,0.0,30.0,5.0,8.0,12.0,684.45,3.0,32.0,8.8,190.0,0.0,1,1,1,1,5.0,0.0,0.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
574,38.0,6.7,120.0,5000.0,0,30.0,0,13.0,0.0,30.0,8.0,8.0,12.0,249.7,4.0,128.0,8.35,188.0,0.0,1,1,1,1,5.3,0.0,1.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
575,49.0,6.78,120.0,5000.0,1,18.0,0,50.0,0.0,30.0,8.0,8.0,6.0,437.6,8.0,128.0,7.7,187.0,0.0,1,1,1,1,5.0,1.0,1.0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
