urun_id,urun_fiyat,ekran_ekran_boyutu,ekran_ekran_teknolojisi,ekran_ekran_çözünürlüğü_standardı,ekran_ekran_yenileme_hızı,batarya_batarya_kapasitesi_tipik,batarya_hızlı_şarj,batarya_hızlı_şarj_gücü_maks.,batarya_kablosuz_şarj,kamera_kamera_çözünürlüğü,kamera_optik_görüntü_sabitleyici_ois,kamera_video_kayıt_çözünürlüğü,kamera_video_fps_değeri,kamera_ön_kamera_çözünürlüğü,temel_donanim_cpu_çekirdeği,temel_donanim_cpu_üretim_teknolojisi,temel_donanim_antutu_puanı_v10,temel_donanim_bellek_ram,temel_donanim_dahili_depolama,tasarim_kalınlık,tasarim_ağırlık,tasarim_gövde_malzemesi_kapak,ağ_bağlantilari_5g,ağ_bağlantilari_4.5g_desteği,ağ_bağlantilari_4g,ağ_bağlantilari_2g,ağ_bağlantilari_3g,kablosuz_bağlantilar_bluetooth_versiyonu,kablosuz_bağlantilar_nfc,i̇şleti̇m_si̇stemi̇_i̇şletim_sistemi,özelli̇kler_suya_dayanıklılık
202,10.55095721959942,6.67,OLED,FHD+,120.0,4815.0,Var,88.0,Var,48.0,Var,2160p (Ultra HD) 4K,60.0,13.0,8.0,4.0,1248100.0,8.0,256.0,8.3,200.0,Cam,Yok,Var,Var,Var,Var,5.2,Var,Android,Var
204,10.51867319162636,6.78,AMOLED,FHD+,144.0,5200.0,Var,100.0,Var,50.0,Var,2160p (Ultra HD) 4K,60.0,32.0,8.0,4.0,1369400.0,12.0,256.0,7.99,209.0,Cam,Var,Var,Var,Var,Var,5.4,Var,Android,Var
205,9.465060106725137,6.67,IPS LCD,HD+,90.0,5000.0,Var,45.0,Yok,50.0,Yok,1080p (Full HD),30.0,8.0,8.0,6.0,334.9,8.0,128.0,7.68,186.0,,Yok,Var,Var,Var,Var,5.0,Var,Android,Var
206,10.196660771012189,6.4,Dynamic AMOLED,FHD+,120.0,4500.0,Var,25.0,Var,50.0,Var,4320p (Ultra HD) 8K,24.0,10.0,8.0,4.0,1257500.0,8.0,256.0,8.2,209.0,Cam,Var,Var,Var,Var,Var,5.3,Var,Android,Var
207,9.998797732340453,6.4,Super AMOLED,FHD+,120.0,5000.0,Var,25.0,Yok,50.0,Var,2160p (Ultra HD) 4K,30.0,32.0,8.0,5.0,623.5,8.0,128.0,8.2,202.0,Cam,Var,Var,Var,Var,Var,5.3,Var,Android,Var
208,10.855844025870264,6.67,AMOLED,QHD+,120.0,5300.0,Var,120.0,Var,50.0,Var,4320p (Ultra HD) 8K,24.0,32.0,8.0,3.0,2634300.0,16.0,512.0,8.39,212.0,Cam,Var,Var,Var,Var,Var,6.0,Var,Android,Var
209,10.257403193096323,6.77,AMOLED,FHD+,120.0,5000.0,Var,50.0,Yok,50.0,Var,2160p (Ultra HD) 4K,30.0,50.0,8.0,4.0,774.5,12.0,256.0,8.39,211.0,Cam,Var,Var,Var,Var,Var,5.4,Var,Android,Var
210,9.615805480084347,6.8,IPS LCD,FHD+,120.0,6000.0,Var,33.0,Yok,50.0,Yok,1080p (Full HD),30.0,16.0,8.0,6.0,474.9,8.0,256.0,8.3,210.0,,Var,Var,Var,Var,Var,,Var,Android,Var
211,9.323669057283185,6.6,IPS LCD,FHD+,120.0,4500.0,Var,22.5,Yok,50.0,Yok,1080p (Full HD),30.0,8.0,8.0,6.0,447.7,8.0,256.0,7.98,189.0,Plastik (Cam Görünümlü),Var,Var,Var,Var,Var,5.2,Var,Android,Yok
212,10.077440859659566,6.67,AMOLED,FHD+,120.0,5000.0,Var,67.0,Yok,64.0,Var,2160p (Ultra HD) 4K,30.0,16.0,8.0,4.0,1495700.0,12.0,512.0,8.35,190.0,Plastik (Cam Görünümlü),Var,Var,Var,Var,Var,5.4,Var,Android,Var
213,9.729136546340897,6.78,AMOLED,FHD+,120.0,5800.0,Var,35.0,Yok,108.0,Yok,2160p (Ultra HD) 4K,30.0,16.0,8.0,4.0,520.1,12.0,256.0,7.98,185.0,,Var,Var,Var,Var,Var,5.1,Var,Android,Yok
214,9.607775996555512,6.78,AMOLED,FHD+,144.0,5000.0,Var,68.0,Yok,108.0,Var,2160p (Ultra HD) 4K,60.0,50.0,8.0,6.0,774.7,8.0,256.0,7.9,185.0,Cam,Var,Var,Var,Var,Var,,Var,Android,Var
215,9.814656338829513,6.6,Super AMOLED,FHD+,120.0,5000.0,Var,25.0,Yok,48.0,Var,2160p (Ultra HD) 4K,30.0,13.0,8.0,6.0,560.1,8.0,128.0,8.2,199.0,Plastik (Cam Görünümlü),Var,Var,Var,Var,Var,5.3,Var,Android,Var
216,9.139166552521658,6.43,AMOLED,FHD+,90.0,5000.0,Var,33.0,Yok,108.0,Yok,1080p (Full HD),30.0,16.0,8.0,12.0,398.2,8.0,256.0,8.09,176.0,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,5.2,Yok,Android,Var
217,9.209990310711888,6.67,IPS LCD,FHD+,120.0,5160.0,Var,33.0,Yok,64.0,Yok,2160p (Ultra HD) 4K,30.0,20.0,8.0,8.0,403.8,6.0,128.0,9.4,215.0,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,5.1,Var,Android,Var
219,9.261983605128021,6.67,IPS LCD,HD+,90.0,6000.0,Var,45.0,Yok,50.0,Yok,1080p (Full HD),30.0,5.0,8.0,11.0,,8.0,256.0,7.99,193.0,,Yok,Var,Var,Var,Var,5.0,Var,Android,Var
220,9.700149079495487,6.6,Super AMOLED,FHD+,120.0,5000.0,Var,25.0,Yok,48.0,Var,2160p (Ultra HD) 4K,30.0,13.0,8.0,6.0,560.1,8.0,256.0,8.2,199.0,Plastik (Cam Görünümlü),Var,Var,Var,Var,Var,5.3,Var,Android,Var
221,10.252682087850932,4.7,IPS LCD,HD+,60.0,2018.0,Var,20.0,Var,12.0,Var,2160p (Ultra HD) 4K,60.0,7.0,6.0,5.0,1354000.0,4.0,128.0,7.3,144.0,Cam,Var,Var,Var,Var,Var,5.0,Var,iOS,Var
222,11.556942828855787,6.5,Dynamic AMOLED,FHD+,120.0,4400.0,Var,25.0,Var,200.0,Var,4320p (Ultra HD) 8K,30.0,10.0,8.0,3.0,2123500.0,16.0,1.0,8.9,215.0,Cam,Var,Var,Var,Var,Var,5.4,Var,Android,Var
223,9.498619016443486,6.67,IPS LCD,HD+,90.0,5800.0,Var,45.0,Yok,50.0,Yok,1080p (Full HD),30.0,8.0,8.0,11.0,,8.0,256.0,7.86,195.0,,Yok,Var,Var,Var,Var,5.0,Var,Android,Var
224,9.708223603133264,6.78,AMOLED,FHD+,120.0,5200.0,Var,45.0,Yok,50.0,Var,1440p (Quad HD) 2K,30.0,32.0,8.0,6.0,432.4,8.0,256.0,7.34,177.0,,Yok,Var,Var,Var,Var,5.4,Var,Android,Var
225,9.210340371976184,6.72,IPS LCD,FHD+,90.0,5828.0,Var,45.0,Yok,50.0,Yok,1080p (Full HD),30.0,8.0,8.0,12.0,279.1,8.0,128.0,7.99,196.0,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,5.0,Var,Android,Var
226,10.896739325546411,6.78,OLED,FHD+,120.0,6500.0,Var,120.0,Yok,50.0,Var,4320p (Ultra HD) 8K,24.0,16.0,8.0,3.0,2802400.0,12.0,512.0,8.55,222.8,Cam,Var,Var,Var,Var,Var,5.4,Var,Android,Var
227,10.638466217909503,6.67,AMOLED,FHD+,144.0,5000.0,Var,120.0,Var,50.0,Var,4320p (Ultra HD) 8K,30.0,32.0,8.0,4.0,2017000.0,12.0,1.0,8.39,209.0,Cam,Var,Var,Var,Var,Var,5.4,Var,Android,Var
228,8.85352256068954,6.6,IPS LCD,HD+,90.0,5000.0,Var,18.0,Yok,50.0,Yok,1080p (Full HD),30.0,8.0,8.0,12.0,,4.0,128.0,8.9,196.0,,Yok,Var,Var,Var,Var,5.0,Var,Android,Yok
229,10.126542299907385,6.67,AMOLED,FHD+,120.0,5000.0,Var,120.0,Yok,108.0,Yok,4320p (Ultra HD) 8K,30.0,16.0,8.0,5.0,905.6,8.0,256.0,8.8,204.0,Cam,Var,Var,Var,Var,Var,5.2,Var,Android,Var
230,10.63344870621879,6.67,AMOLED,FHD+,120.0,5150.0,Var,65.0,Var,50.0,Var,2160p (Ultra HD) 4K,60.0,50.0,8.0,4.0,,12.0,256.0,8.99,218.0,,Var,Var,Var,Var,Var,6.0,Var,Android,Var
231,10.760028280004509,6.83,AMOLED,FHD+,120.0,6200.0,Var,80.0,Var,50.0,Var,2160p (Ultra HD) 4K,60.0,50.0,8.0,4.0,1581700.0,12.0,512.0,7.58,201.0,,Var,Var,Var,Var,Var,5.4,Var,Android,Var
232,9.546884034617925,6.7,Super AMOLED,FHD+,90.0,5000.0,Var,25.0,Yok,50.0,Yok,1080p (Full HD),30.0,13.0,8.0,5.0,435.9,8.0,256.0,7.9,200.0,Plastik (Cam Görünümlü),Var,Var,Var,Var,Var,5.3,Var,Android,Var
233,8.887098822525607,6.78,IPS LCD,FHD+,120.0,5000.0,Var,,Yok,64.0,Yok,1080p (Full HD),30.0,13.0,8.0,6.0,,8.0,256.0,8.35,,,Yok,Var,Var,Var,Var,5.2,Var,Android,Yok
234,11.117709257000373,6.73,AMOLED,QHD+,120.0,5000.0,Var,90.0,Var,50.0,Var,4320p (Ultra HD) 8K,30.0,32.0,8.0,4.0,2114700.0,16.0,512.0,9.2,219.8,Cam | Kauçuk/Plastik (Deri Görünümlü),Var,Var,Var,Var,Var,5.4,Var,Android,Var
235,11.082004077752629,6.8,Dynamic AMOLED,QHD+,120.0,5000.0,Var,45.0,Var,108.0,Var,4320p (Ultra HD) 8K,24.0,40.0,8.0,4.0,1055000.0,8.0,128.0,8.9,228.0,Cam,Var,Var,Var,Var,Var,5.2,Var,Android,Var
236,9.621551606102532,6.67,AMOLED,FHD+,120.0,5000.0,Var,67.0,Yok,108.0,Yok,1080p (Full HD),30.0,16.0,8.0,6.0,,8.0,256.0,8.12,205.0,Plastik (Cam Görünümlü),Var,Var,Var,Var,Var,5.1,Var,Android,Var
238,10.239959789157341,6.5,Super AMOLED,FHD+,120.0,4500.0,Var,25.0,Var,12.0,Var,2160p (Ultra HD) 4K,60.0,32.0,8.0,7.0,802.9,6.0,128.0,8.4,190.0,Polimer (Cam Görünümlü),Yok,Var,Var,Var,Var,5.0,Var,Android,Var
239,9.534233826390535,6.4,Super AMOLED,FHD+,90.0,5000.0,Var,15.0,Yok,64.0,Yok,1080p (Full HD),30.0,20.0,8.0,12.0,,6.0,128.0,8.4,184.0,Polimer (Cam Görünümlü),Yok,Var,Var,Var,Var,5.0,Var,Android,Yok
241,10.240854032060088,6.1,IPS LCD,HD+,60.0,3110.0,Var,20.0,Var,12.0,Var,2160p (Ultra HD) 4K,60.0,12.0,6.0,7.0,950.7,4.0,128.0,8.3,194.0,Cam,Yok,Var,Var,Var,Var,5.0,Var,iOS,Var
242,7.24422751560335,4.0,Super AMOLED,SD,60.0,1500.0,Yok,,Yok,5.0,Yok,720p (HD),30.0,0.3,2.0,45.0,,1.0,8.0,9.9,120.0,,Yok,Yok,Yok,Var,Var,4.0,Yok,Android,Yok
243,9.148464968258095,6.67,IPS LCD,HD+,90.0,6000.0,Var,45.0,Yok,50.0,Yok,1080p (Full HD),30.0,5.0,8.0,11.0,,6.0,128.0,7.99,193.0,,Yok,Var,Var,Var,Var,5.0,Var,Android,Var
244,9.011889433252344,6.67,IPS LCD,HD+,120.0,6000.0,Var,18.0,Yok,13.0,Yok,,,8.0,8.0,12.0,,4.0,128.0,8.37,,,Yok,Var,Var,Var,Var,5.4,Var,Android,Var
245,9.726637002454627,6.67,AMOLED,FHD+,120.0,5110.0,Var,45.0,Yok,50.0,Var,1080p (Full HD),30.0,20.0,8.0,6.0,475.5,12.0,256.0,7.99,190.0,,Var,Var,Var,Var,Var,5.3,Var,Android,Var
246,11.680776155335726,6.9,OLED,FHD+,120.0,4685.0,Var,30.0,Var,48.0,Var,2160p (Ultra HD) 4K,60.0,12.0,6.0,3.0,1949200.0,8.0,512.0,8.25,227.0,Cam,Var,Var,Var,Var,Var,5.3,Var,iOS,Var
247,9.256937657352966,6.67,AMOLED,FHD+,120.0,5000.0,Var,67.0,Yok,108.0,Yok,1080p (Full HD),30.0,16.0,8.0,12.0,388.5,8.0,128.0,8.12,202.0,Cam,Yok,Var,Var,Var,Var,5.1,Var,Android,Var
248,9.919213252997611,6.77,AMOLED,FHD+,120.0,5520.0,Var,45.0,Yok,50.0,Var,2160p (Ultra HD) 4K,30.0,20.0,8.0,4.0,654.3,8.0,512.0,7.35,178.0,,Var,Var,Var,Var,Var,5.1,Var,Android,Var
249,10.15167487428977,6.77,AMOLED,FHD+,120.0,6500.0,Var,90.0,Yok,50.0,Yok,2160p (Ultra HD) 4K,30.0,32.0,8.0,4.0,,12.0,256.0,7.69,194.0,,Var,Var,Var,Var,Var,5.4,Var,Android,Var
250,10.690807903113322,6.7,Dynamic AMOLED,FHD+,120.0,4000.0,Var,25.0,Var,50.0,Var,2160p (Ultra HD) 4K,60.0,10.0,10.0,4.0,1355800.0,8.0,256.0,6.9,187.0,Cam,Var,Var,Var,Var,Var,5.4,Var,Android,Var
251,10.651567658483751,6.7,Dynamic AMOLED,FHD+,120.0,4000.0,Var,25.0,Var,50.0,Var,2160p (Ultra HD) 4K,60.0,10.0,10.0,4.0,1355800.0,8.0,128.0,6.9,187.0,Cam,Var,Var,Var,Var,Var,5.4,Var,Android,Var
252,8.909235279192261,6.67,IPS LCD,HD+,120.0,5000.0,Var,15.0,Yok,13.0,Yok,1080p (Full HD),30.0,8.0,8.0,12.0,,4.0,128.0,8.25,,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,,Yok,Android,Var
253,9.097283649683886,6.7,IPS LCD,HD+,90.0,5000.0,Var,22.5,Yok,108.0,Yok,1080p (Full HD),30.0,16.0,8.0,12.0,,8.0,256.0,8.2,,,Yok,Var,Var,Var,Var,,,Android,Yok
254,10.131422009114313,6.78,AMOLED,FHD+,120.0,6600.0,Var,66.0,Yok,108.0,Var,2160p (Ultra HD) 4K,30.0,16.0,8.0,4.0,581.4,8.0,256.0,7.98,189.0,,Var,Var,Var,Var,Var,5.1,Var,Android,Var
255,9.505993590263188,6.78,AMOLED,FHD+,120.0,5000.0,Var,45.0,Var,108.0,Var,,,32.0,8.0,6.0,,8.0,256.0,8.09,196.0,,Var,Var,Var,Var,Var,,Var,Android,Var
256,9.210340371976184,6.72,IPS LCD,FHD+,90.0,5828.0,Var,45.0,Yok,50.0,Yok,1080p (Full HD),30.0,8.0,8.0,12.0,279.1,8.0,256.0,7.99,196.0,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,5.0,Var,Android,Var
258,9.104979856318357,6.8,IPS LCD,FHD+,90.0,5000.0,Var,18.0,Yok,50.0,Yok,1440p (Quad HD) 2K,30.0,32.0,8.0,12.0,,8.0,256.0,8.46,208.0,Cam,Yok,Var,Var,Var,Var,5.0,Var,Android,Yok
259,9.61560812727823,6.67,AMOLED,FHD+,120.0,5000.0,Var,120.0,Yok,200.0,Var,2160p (Ultra HD) 4K,30.0,16.0,8.0,6.0,538.4,8.0,256.0,8.98,210.5,,Var,Var,Var,Var,Var,5.2,Var,Android,Var
260,10.26291011830247,6.7,Super AMOLED,FHD+,120.0,5000.0,Var,25.0,Yok,108.0,Var,2160p (Ultra HD) 4K,30.0,32.0,8.0,6.0,,8.0,128.0,7.6,181.0,,Var,Var,Var,Var,Var,5.0,Var,Android,Var
261,10.231898815201978,6.73,AMOLED,QHD+,120.0,4600.0,Var,120.0,Var,50.0,Var,4320p (Ultra HD) 8K,24.0,32.0,8.0,4.0,1119400.0,12.0,256.0,8.16,205.0,Cam,Var,Var,Var,Var,Var,5.2,Var,Android,Yok
263,10.839600519357369,6.1,OLED,FHD+,60.0,3227.0,Var,20.0,Var,12.0,Var,2160p (Ultra HD) 4K,60.0,12.0,6.0,5.0,1550800.0,4.0,256.0,7.65,174.0,Cam,Var,Var,Var,Var,Var,5.0,Var,iOS,Var
264,9.642122788401721,6.67,AMOLED,FHD+,144.0,4200.0,Var,30.0,Yok,64.0,Yok,4320p (Ultra HD) 8K,30.0,16.0,8.0,5.0,,12.0,256.0,7.8,186.0,Plastik,Var,Var,Var,Var,Var,5.2,Var,Android,Yok
265,9.91155045976105,6.5,Super AMOLED,FHD+,90.0,4500.0,Var,25.0,Yok,64.0,Var,2160p (Ultra HD) 4K,30.0,32.0,8.0,8.0,,8.0,128.0,8.4,189.0,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,5.0,Var,Android,Var
266,9.159047077588632,6.43,AMOLED,FHD+,60.0,5000.0,Var,33.0,Yok,64.0,Yok,2160p (Ultra HD) 4K,30.0,13.0,8.0,12.0,423.1,6.0,128.0,8.29,178.8,Plastik,Yok,Var,Var,Var,Var,5.0,Yok,Android,Var
267,10.623929323458007,6.83,AMOLED,FHD+,120.0,6500.0,Var,90.0,Yok,50.0,Var,2160p (Ultra HD) 4K,60.0,20.0,8.0,4.0,2024800.0,12.0,512.0,8.2,215.7,Cam,Var,Var,Var,Var,Var,6.0,Var,Android,Var
268,10.489188710947225,6.78,OLED,FHD+,120.0,5100.0,Var,100.0,Yok,50.0,Var,2160p (Ultra HD) 4K,60.0,50.0,8.0,,,12.0,512.0,7.68,207.0,,Yok,Var,Var,Var,Var,5.2,Var,Android,
269,9.377124343238933,6.75,IPS LCD,HD+,120.0,6000.0,Var,18.0,Yok,50.0,Yok,1440p (Quad HD) 2K,30.0,5.0,8.0,6.0,,8.0,256.0,8.14,199.0,,Var,Var,Var,Var,Var,5.4,Var,Android,Var
270,9.126958763037132,6.74,IPS LCD,HD+,120.0,5000.0,Var,18.0,Yok,50.0,Yok,,,8.0,8.0,6.0,,8.0,128.0,8.3,206.0,,Var,Var,Var,Var,Var,5.0,Var,Android,
271,10.308857322766448,6.67,AMOLED,FHD+,120.0,6000.0,Var,90.0,Yok,50.0,Var,2160p (Ultra HD) 4K,60.0,20.0,8.0,4.0,1649900.0,12.0,512.0,8.29,195.0,Plastik (Cam Görünümlü),Var,Var,Var,Var,Var,6.0,Var,Android,Var
272,8.871223240702784,6.53,IPS LCD,HD+,90.0,5000.0,,,Yok,50.0,Yok,,,13.0,8.0,12.0,,6.0,128.0,,,,Yok,Var,Var,Var,Var,5.0,,Android,Yok
273,10.300792792622156,6.9,AMOLED,FHD+,120.0,4720.0,Var,70.0,Yok,50.0,Var,2160p (Ultra HD) 4K,30.0,32.0,8.0,6.0,764.1,8.0,256.0,7.64,196.0,,Var,Var,Var,Var,Var,5.3,Var,Android,Yok
274,10.236417809461043,6.95,IPS LCD,FHD+,144.0,5000.0,Var,33.0,Yok,100.0,Yok,2160p (Ultra HD) 4K,30.0,32.0,8.0,4.0,1019600.0,12.0,256.0,8.0,230.0,Metal,Var,Var,Var,Var,Var,5.2,Var,Android,Yok
275,11.44571671527678,6.3,OLED,FHD+,120.0,3582.0,Var,25.0,Var,48.0,Var,2160p (Ultra HD) 4K,60.0,12.0,6.0,3.0,1853700.0,8.0,512.0,8.25,199.0,Cam,Var,Var,Var,Var,Var,5.3,Var,iOS,Var
276,9.607775996555512,6.5,Super AMOLED,FHD+,120.0,5000.0,Var,25.0,Yok,50.0,Var,2160p (Ultra HD) 4K,30.0,13.0,8.0,5.0,480.8,6.0,128.0,8.3,197.0,Plastik (Cam Görünümlü),Var,Var,Var,Var,Var,5.3,Var,Android,Yok
277,11.14692214672325,6.7,OLED,FHD+,60.0,4383.0,Var,20.0,Var,48.0,Var,2160p (Ultra HD) 4K,60.0,12.0,6.0,4.0,1417400.0,6.0,256.0,7.8,201.0,Cam,Var,Var,Var,Var,Var,5.3,Var,iOS,Var
278,9.210440366976517,6.79,IPS LCD,FHD+,90.0,5000.0,Var,18.0,Yok,50.0,Yok,1080p (Full HD),30.0,8.0,8.0,12.0,278.5,4.0,128.0,8.17,198.5,Cam,Yok,Var,Var,Var,Var,5.3,Yok,Android,Var
279,10.251005700689444,4.7,IPS LCD,HD+,60.0,2018.0,Var,20.0,Var,12.0,Var,2160p (Ultra HD) 4K,60.0,7.0,6.0,5.0,1354000.0,4.0,64.0,7.3,144.0,Cam,Var,Var,Var,Var,Var,5.0,Var,iOS,Var
281,9.350189267092581,6.67,AMOLED,FHD+,120.0,5020.0,Var,33.0,Yok,108.0,Yok,2160p (Ultra HD) 4K,30.0,16.0,8.0,8.0,417.8,8.0,128.0,8.1,193.0,Cam,Yok,Var,Var,Var,Var,5.1,Var,Android,Var
282,9.575116115657222,6.4,Super AMOLED,FHD+,60.0,4000.0,Var,15.0,Yok,25.0,Yok,1080p (Full HD),30.0,25.0,8.0,10.0,274.9,6.0,64.0,7.7,166.0,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,5.0,Yok,Android,Yok
283,11.461632170582678,6.5,Dynamic AMOLED,FHD+,120.0,4400.0,Var,25.0,Var,200.0,Var,4320p (Ultra HD) 8K,30.0,10.0,8.0,3.0,1995100.0,12.0,512.0,8.9,215.0,Cam,Var,Var,Var,Var,Var,5.4,Var,Android,Var
284,8.93424161975669,6.67,IPS LCD,HD+,120.0,5000.0,Var,18.0,Yok,48.0,Yok,1440p (Quad HD) 2K,30.0,8.0,8.0,12.0,249.2,4.0,128.0,7.8,192.0,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,,Var,Android,Var
285,9.10179701868253,6.78,IPS LCD,FHD+,90.0,5000.0,Var,18.0,Yok,64.0,Yok,1440p (Quad HD) 2K,30.0,13.0,8.0,12.0,283.3,8.0,256.0,7.7,188.0,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,,Var,Android,Var
286,9.100474165365355,6.67,IPS LCD,HD+,90.0,5100.0,Var,45.0,Yok,50.0,Yok,1080p (Full HD),30.0,5.0,8.0,11.0,249.6,6.0,128.0,7.68,186.0,,Yok,Var,Var,Var,Var,5.0,Var,Android,Var
287,8.689211855214294,6.6,IPS LCD,HD+,90.0,5000.0,Yok,,Yok,50.0,Yok,1080p (Full HD),30.0,5.0,8.0,28.0,154.1,4.0,128.0,8.6,199.0,,Yok,Var,Var,Var,Var,5.2,Var,Android,Yok
288,11.431292326565295,6.7,OLED,FHD+,120.0,4441.0,Var,20.0,Var,48.0,Var,2160p (Ultra HD) 4K,60.0,12.0,6.0,3.0,1740400.0,8.0,512.0,8.25,221.0,Cam,Var,Var,Var,Var,Var,5.3,Var,iOS,Var
289,9.426812116200054,6.67,AMOLED,FHD+,120.0,5000.0,Var,67.0,Yok,50.0,Var,2160p (Ultra HD) 4K,30.0,16.0,8.0,6.0,585.1,8.0,128.0,7.9,187.0,Cam,Var,Var,Var,Var,Var,5.2,Var,Android,Var
292,8.95686647085414,6.78,IPS LCD,FHD+,120.0,5000.0,Var,33.0,Yok,64.0,Yok,,,8.0,8.0,6.0,,8.0,128.0,8.75,205.0,,Yok,Var,Var,Var,Var,5.0,Var,Android,
293,9.740968623038354,6.78,AMOLED,FHD+,144.0,5200.0,Var,45.0,Var,50.0,Var,1440p (Quad HD) 2K,30.0,13.0,8.0,6.0,434.2,8.0,256.0,7.55,199.0,,Yok,Var,Var,Var,Var,5.4,Var,Android,Var
294,9.25846269414116,6.7,IPS LCD,HD+,120.0,5160.0,Var,45.0,Yok,50.0,Yok,1440p (Quad HD) 2K,30.0,8.0,8.0,12.0,280.3,8.0,256.0,7.7,188.0,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,5.3,Var,Android,Var
295,9.350102314351341,6.7,Super AMOLED,FHD+,90.0,5000.0,Var,25.0,Yok,50.0,Yok,1080p (Full HD),30.0,13.0,8.0,6.0,403.4,6.0,128.0,7.9,200.0,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,5.3,Var,Android,Var
296,10.596634733096073,6.6,PLS,FHD+,60.0,4050.0,Var,15.0,Yok,50.0,Yok,1080p (Full HD),30.0,5.0,8.0,6.0,384.7,6.0,128.0,10.2,240.0,Plastik,Var,Var,Var,Var,Var,5.3,Var,Android,Var
297,10.707697460200666,6.73,AMOLED,QHD+,120.0,5000.0,Var,90.0,Var,50.0,Var,4320p (Ultra HD) 8K,24.0,32.0,8.0,4.0,1530500.0,16.0,512.0,9.06,227.0,Kauçuk/Plastik (Deri Görünümlü),Var,Var,Var,Var,Var,5.3,Var,Android,Var
298,10.070538521809826,6.4,Super AMOLED,FHD+,120.0,5000.0,Var,25.0,Yok,50.0,Var,2160p (Ultra HD) 4K,30.0,32.0,8.0,5.0,623.5,8.0,256.0,8.2,202.0,Cam,Var,Var,Var,Var,Var,5.3,Var,Android,Var
299,8.942120999770882,6.53,IPS LCD,FHD+,60.0,6000.0,Var,18.0,Yok,48.0,Yok,1080p (Full HD),30.0,8.0,8.0,11.0,253.6,4.0,128.0,9.6,198.0,Plastik,Yok,Var,Var,Var,Var,5.0,,Android,Var
300,9.683152553543957,6.5,Super AMOLED,FHD+,120.0,4500.0,Var,25.0,Var,12.0,Var,2160p (Ultra HD) 4K,60.0,32.0,8.0,7.0,743.1,6.0,128.0,8.4,190.0,Polimer (Cam Görünümlü),Yok,Var,Var,Var,Var,5.0,Var,Android,Var
302,8.571870752706934,6.75,IPS LCD,HD+,90.0,5000.0,,,Yok,48.0,Yok,,,16.0,8.0,12.0,,4.0,128.0,8.6,,,Yok,Var,Var,Var,Var,5.0,,Android,
303,10.738702276399117,6.67,AMOLED,QHD+,120.0,6000.0,Var,90.0,Yok,50.0,Var,4320p (Ultra HD) 8K,24.0,20.0,8.0,4.0,2065300.0,12.0,512.0,8.12,206.0,Cam,Var,Var,Var,Var,Var,5.4,Var,Android,Var
304,11.232695423700074,6.45,OLED,FHD+,120.0,5110.0,Var,66.0,Var,50.0,Var,2160p (Ultra HD) 4K,60.0,8.0,12.0,7.0,1321200.0,12.0,512.0,9.85,239.0,Kauçuk/Plastik (Deri Görünümlü),Yok,Var,Var,Var,Var,5.2,Var,Android,Var
305,10.085434038999999,6.7,OLED,FHD+,120.0,5000.0,Var,100.0,Yok,50.0,Yok,2160p (Ultra HD) 4K,30.0,60.0,8.0,7.0,595.8,12.0,256.0,6.98,195.0,,Yok,Var,Var,Var,Var,5.2,Var,Android,Yok
306,9.568014816247999,6.78,AMOLED,FHD+,120.0,5000.0,Var,33.0,Yok,50.0,Yok,1440p (Quad HD) 2K,30.0,13.0,8.0,6.0,446.1,8.0,256.0,6.8,162.0,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,5.0,Var,Android,Var
307,10.755622623305788,6.8,OLED,FHD+,120.0,5050.0,Var,100.0,Var,50.0,Var,2160p (Ultra HD) 4K,60.0,13.0,8.0,7.0,929.2,12.0,512.0,8.4,220.0,Cam,Yok,Var,Var,Var,Var,5.2,Var,Android,Var
308,10.222123085309558,6.6,Super AMOLED,FHD+,120.0,5000.0,Var,25.0,Yok,50.0,Var,2160p (Ultra HD) 4K,30.0,32.0,8.0,4.0,740.8,8.0,256.0,8.2,213.0,Cam,Var,Var,Var,Var,Var,5.3,Var,Android,Var
309,9.000483164987708,6.78,IPS LCD,FHD+,120.0,5000.0,Var,20.0,Yok,64.0,Yok,1080p (Full HD),30.0,13.0,8.0,6.0,412.6,8.0,256.0,8.3,198.0,,Yok,Var,Var,Var,Var,5.0,Var,Android,Yok
310,10.668397099322965,6.6,Dynamic AMOLED,FHD+,120.0,4700.0,Var,45.0,Var,50.0,Var,4320p (Ultra HD) 8K,30.0,12.0,8.0,4.0,1515500.0,8.0,256.0,7.6,195.0,Cam,Var,Var,Var,Var,Var,5.3,Var,Android,Var
