urun_puan,ekran_ekran_boyutu,ekran_ekran_yenileme_hızı,batarya_batarya_kapasitesi_tipik,batarya_hızlı_şarj,batarya_hızlı_şarj_gücü_maks.,batarya_kablosuz_şarj,kamera_kamera_çözünürlüğü,kamera_optik_görüntü_sabitleyici_ois,kamera_video_fps_değeri,kamera_ön_kamera_çözünürlüğü,temel_donanim_cpu_çekirdeği,temel_donanim_cpu_üretim_teknolojisi,temel_donanim_antutu_puanı_v10,temel_donanim_bellek_ram,temel_donanim_dahili_depolama,tasarim_kalınlık,tasarim_ağırlık,ağ_bağlantilari_5g,ağ_bağlantilari_4.5g_desteği,ağ_bağlantilari_4g,ağ_bağlantilari_2g,ağ_bağlantilari_3g,kablosuz_bağlantilar_bluetooth_versiyonu,kablosuz_bağlantilar_nfc,özelli̇kler_suya_dayanıklılık,ekran_ekran_teknolojisi_Dynamic AMOLED,ekran_ekran_teknolojisi_IPS LCD,ekran_ekran_teknolojisi_OLED,ekran_ekran_teknolojisi_PLS,ekran_ekran_teknolojisi_Super AMOLED,ekran_ekran_teknolojisi_TFT LCD,ekran_ekran_çözünürlüğü_standardı_FHD+,ekran_ekran_çözünürlüğü_standardı_HD,ekran_ekran_çözünürlüğü_standardı_HD+,ekran_ekran_çözünürlüğü_standardı_QHD+,ekran_ekran_çözünürlüğü_standardı_SD,kamera_video_kayıt_çözünürlüğü_1440p (Quad HD) 2K,kamera_video_kayıt_çözünürlüğü_2160p (Ultra HD) 4K,kamera_video_kayıt_çözünürlüğü_4320p (Ultra HD) 8K,kamera_video_kayıt_çözünürlüğü_720p (HD),tasarim_gövde_malzemesi_kapak_Cam,tasarim_gövde_malzemesi_kapak_Cam | Kauçuk/Plastik (Deri Görünümlü),tasarim_gövde_malzemesi_kapak_Cam | Plastik (Cam Görünümlü),tasarim_gövde_malzemesi_kapak_Fiberglass,tasarim_gövde_malzemesi_kapak_Kauçuk/Plastik (Deri Görünümlü),tasarim_gövde_malzemesi_kapak_Kauçuk/Plastik (Deri Görünümlü) | Plastik (Cam Görünümlü),tasarim_gövde_malzemesi_kapak_Metal,tasarim_gövde_malzemesi_kapak_Plastik,tasarim_gövde_malzemesi_kapak_Plastik (Cam Görünümlü),tasarim_gövde_malzemesi_kapak_Plastik (Metalik Görünümlü),tasarim_gövde_malzemesi_kapak_Polikarbonat,tasarim_gövde_malzemesi_kapak_Polimer (Cam Görünümlü),tasarim_gövde_malzemesi_kapak_Unknown,i̇şleti̇m_si̇stemi̇_i̇şletim_sistemi_iOS
95.0,6.85,144.0,7200.0,1,80.0,1,50.0,1.0,30.0,16.0,8.0,3.0,2941800.0,16.0,512.0,8.6,227.0,0.0,1,1,1,1,6.0,1.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
90.0,6.3,120.0,3988.0,1,40.0,1,48.0,1.0,60.0,18.0,6.0,3.0,2430600.0,12.0,512.0,8.75,204.0,0.0,1,1,1,1,6.0,1.0,1.0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
50.0,6.7,90.0,5000.0,1,25.0,0,50.0,1.0,30.0,13.0,8.0,6.0,428.1,4.0,128.0,7.5,190.0,0.0,1,1,1,1,5.3,1.0,1.0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
83.0,6.67,144.0,5000.0,1,120.0,1,50.0,1.0,30.0,32.0,8.0,4.0,2017000.0,12.0,512.0,8.39,209.0,0.0,1,1,1,1,5.4,1.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
69.0,6.67,120.0,5110.0,1,120.0,0,200.0,1.0,30.0,20.0,8.0,4.0,750.3,12.0,512.0,8.75,210.0,0.0,1,1,1,1,5.4,1.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
84.0,6.8,120.0,5000.0,1,45.0,1,200.0,1.0,30.0,12.0,8.0,4.0,2043500.0,12.0,512.0,8.6,232.0,0.0,1,1,1,1,5.3,1.0,1.0,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
83.0,6.36,120.0,4610.0,1,90.0,1,50.0,1.0,24.0,32.0,8.0,4.0,1996900.0,12.0,256.0,8.2,193.0,0.0,1,1,1,1,5.4,1.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
43.0,6.88,120.0,5160.0,1,33.0,0,50.0,0.0,30.0,13.0,8.0,12.0,270.1,8.0,256.0,8.22,211.0,0.0,1,1,1,1,5.4,0.0,1.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
60.0,6.67,120.0,5000.0,1,67.0,0,50.0,1.0,30.0,16.0,8.0,6.0,585.1,8.0,256.0,7.9,187.0,0.0,1,1,1,1,5.2,1.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
54.0,6.78,120.0,5000.0,1,33.0,0,50.0,1.0,30.0,13.0,8.0,6.0,412.4,8.0,256.0,7.62,180.0,0.0,1,1,1,1,5.3,1.0,1.0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
74.0,6.1,60.0,4005.0,1,20.0,1,48.0,1.0,60.0,12.0,6.0,3.0,1405700.0,8.0,256.0,7.8,167.0,0.0,1,1,1,1,5.3,1.0,1.0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
86.0,6.3,120.0,3582.0,1,25.0,1,48.0,1.0,60.0,12.0,6.0,3.0,1853700.0,8.0,256.0,8.25,199.0,0.0,1,1,1,1,5.3,1.0,1.0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
90.0,6.83,144.0,5500.0,1,90.0,1,50.0,1.0,30.0,32.0,8.0,3.0,2393700.0,12.0,1.0,7.96,210.0,0.0,1,1,1,1,6.0,1.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
59.0,6.67,120.0,5000.0,1,67.0,0,200.0,1.0,60.0,16.0,8.0,6.0,430.2,8.0,256.0,7.98,188.0,0.0,1,1,1,1,5.2,1.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
75.0,6.1,120.0,3200.0,1,20.0,1,48.0,1.0,60.0,12.0,6.0,4.0,1432800.0,6.0,128.0,7.85,206.0,0.0,1,1,1,1,5.3,1.0,1.0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
90.0,6.9,120.0,5000.0,1,45.0,1,200.0,1.0,30.0,12.0,8.0,3.0,2551600.0,12.0,1.0,8.2,218.0,0.0,1,1,1,1,5.4,1.0,1.0,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
77.0,6.7,120.0,4323.0,1,20.0,1,48.0,1.0,60.0,12.0,6.0,4.0,1761400.0,6.0,128.0,7.85,240.0,0.0,1,1,1,1,5.3,1.0,1.0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
88.0,6.67,120.0,5300.0,1,120.0,1,50.0,1.0,24.0,32.0,8.0,3.0,2634300.0,16.0,512.0,8.39,212.0,0.0,1,1,1,1,6.0,1.0,1.0,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
92.0,6.85,144.0,7500.0,1,80.0,1,50.0,1.0,30.0,16.0,8.0,3.0,3229800.0,16.0,512.0,8.9,230.0,0.0,1,1,1,1,5.4,1.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
68.0,6.1,120.0,3700.0,1,25.0,1,50.0,1.0,24.0,10.0,8.0,4.0,1206700.0,8.0,128.0,7.6,168.0,0.0,1,1,1,1,5.2,1.0,1.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
11.0,4.0,60.0,1500.0,0,33.0,0,5.0,0.0,30.0,0.3,2.0,45.0,848.1,1.0,8.0,9.9,120.0,0.0,0,0,1,1,4.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
81.0,6.5,120.0,4400.0,1,25.0,1,200.0,1.0,30.0,10.0,8.0,3.0,1995100.0,12.0,256.0,8.9,215.0,0.0,1,1,1,1,5.4,1.0,1.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
54.0,6.67,120.0,5500.0,1,33.0,0,108.0,0.0,60.0,20.0,8.0,6.0,443.5,8.0,128.0,8.16,196.5,0.0,1,1,1,1,5.3,1.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
75.0,6.67,144.0,5000.0,1,67.0,0,50.0,1.0,60.0,32.0,8.0,4.0,1359000.0,12.0,256.0,7.8,195.0,0.0,1,1,1,1,5.4,1.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
76.0,6.67,144.0,5000.0,1,120.0,0,50.0,1.0,24.0,20.0,8.0,4.0,1527500.0,12.0,512.0,8.62,206.0,0.0,1,1,1,1,5.4,1.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
57.0,6.7,120.0,5000.0,1,67.0,0,100.0,1.0,30.0,16.0,8.0,6.0,545.4,8.0,256.0,8.7,191.0,0.0,1,1,1,1,5.2,1.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
67.0,6.79,120.0,7500.0,1,66.0,0,108.0,1.0,30.0,16.0,8.0,4.0,754.2,8.0,512.0,7.76,189.0,0.0,1,1,1,1,5.2,1.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
49.0,6.72,90.0,5000.0,1,33.0,0,108.0,0.0,30.0,8.0,8.0,6.0,314.8,8.0,256.0,7.59,185.0,0.0,1,1,1,1,5.0,1.0,1.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
83.0,6.3,120.0,3692.0,1,40.0,1,48.0,1.0,60.0,18.0,6.0,3.0,2542200.0,8.0,512.0,7.95,177.0,0.0,1,1,1,1,6.0,1.0,1.0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
77.0,6.8,120.0,5170.0,1,100.0,1,50.0,1.0,60.0,13.0,8.0,7.0,1105100.0,12.0,512.0,8.3,219.0,0.0,1,1,1,1,5.2,1.0,1.0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
66.0,6.67,120.0,5100.0,1,67.0,0,200.0,1.0,30.0,16.0,8.0,4.0,601.7,12.0,512.0,7.98,187.0,0.0,1,1,1,1,5.2,1.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
50.0,6.1,60.0,3110.0,1,20.0,1,12.0,1.0,60.0,12.0,6.0,7.0,950.7,4.0,64.0,8.3,194.0,0.0,1,1,1,1,5.0,1.0,1.0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
72.0,6.7,60.0,4383.0,1,20.0,1,48.0,1.0,60.0,12.0,6.0,4.0,1417400.0,6.0,128.0,7.8,201.0,0.0,1,1,1,1,5.3,1.0,1.0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
70.0,6.1,120.0,3095.0,1,20.0,1,12.0,1.0,60.0,12.0,6.0,5.0,1484600.0,6.0,128.0,7.65,204.0,0.0,1,1,1,1,5.0,1.0,1.0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
79.0,6.8,120.0,5170.0,1,100.0,1,50.0,1.0,60.0,13.0,8.0,7.0,1160300.0,16.0,512.0,8.3,233.5,0.0,1,1,1,1,5.2,1.0,1.0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
74.0,6.7,120.0,4000.0,1,25.0,1,50.0,1.0,60.0,10.0,8.0,4.0,1511600.0,12.0,256.0,6.9,187.0,0.0,1,1,1,1,5.3,1.0,1.0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
62.0,6.7,120.0,5000.0,1,67.0,0,50.0,1.0,30.0,16.0,8.0,4.0,615.5,8.0,256.0,8.75,190.0,0.0,1,1,1,1,5.2,1.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
65.0,6.57,120.0,6000.0,1,45.0,0,50.0,1.0,30.0,32.0,8.0,4.0,677.736,12.0,256.0,7.78,180.0,0.0,1,1,1,1,5.1,1.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
63.0,6.6,120.0,5000.0,1,25.0,0,50.0,1.0,30.0,32.0,8.0,4.0,740.8,8.0,128.0,8.2,213.0,0.0,1,1,1,1,5.3,1.0,1.0,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
61.0,6.4,120.0,5000.0,1,25.0,0,50.0,1.0,30.0,32.0,8.0,5.0,623.5,8.0,128.0,8.2,202.0,0.0,1,1,1,1,5.3,1.0,1.0,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
70.0,6.55,120.0,6000.0,1,80.0,0,200.0,1.0,30.0,50.0,8.0,4.0,848.1,12.0,512.0,7.3,184.0,0.0,1,1,1,1,5.4,1.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
79.0,6.7,60.0,4674.0,1,30.0,1,48.0,1.0,60.0,12.0,6.0,3.0,1572700.0,8.0,256.0,7.8,199.0,0.0,1,1,1,1,5.3,1.0,1.0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
85.0,6.59,120.0,6210.0,1,100.0,0,50.0,1.0,30.0,20.0,8.0,3.0,848.1,12.0,512.0,8.0,199.0,0.0,1,1,1,1,5.4,1.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
76.0,6.9,120.0,4300.0,1,25.0,1,50.0,1.0,60.0,10.0,10.0,3.0,1943900.0,12.0,256.0,6.5,188.0,0.0,1,1,1,1,5.4,1.0,1.0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
52.0,6.7,90.0,5000.0,1,25.0,0,50.0,0.0,30.0,13.0,8.0,5.0,435.9,8.0,256.0,7.9,200.0,0.0,1,1,1,1,5.3,1.0,1.0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
61.0,6.6,120.0,5000.0,1,25.0,0,50.0,1.0,30.0,13.0,8.0,5.0,612.1,8.0,128.0,8.2,209.0,0.0,1,1,1,1,5.3,1.0,1.0,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
88.0,6.73,120.0,5000.0,1,90.0,1,50.0,1.0,30.0,32.0,8.0,4.0,2114700.0,16.0,512.0,9.2,219.8,0.0,1,1,1,1,5.4,1.0,1.0,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
69.0,6.9,120.0,4500.0,1,25.0,1,108.0,1.0,24.0,10.0,8.0,7.0,848.1,8.0,256.0,8.1,208.0,0.0,1,1,1,1,5.0,1.0,1.0,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
71.0,6.1,120.0,3900.0,1,25.0,1,50.0,1.0,30.0,12.0,8.0,4.0,1524200.0,8.0,128.0,7.6,168.0,0.0,1,1,1,1,5.3,1.0,1.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
52.0,6.7,120.0,5000.0,1,33.0,0,50.0,0.0,30.0,16.0,8.0,6.0,415.2,8.0,256.0,7.96,188.0,0.0,1,1,1,1,5.2,1.0,0.0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
71.0,6.67,144.0,5000.0,1,67.0,0,50.0,1.0,30.0,20.0,8.0,4.0,934.1,12.0,256.0,8.62,197.0,0.0,1,1,1,1,5.4,1.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
82.0,6.5,120.0,4400.0,1,25.0,1,200.0,1.0,30.0,10.0,8.0,3.0,1995100.0,12.0,512.0,8.9,215.0,0.0,1,1,1,1,5.4,1.0,1.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
49.0,6.72,90.0,5828.0,1,45.0,0,50.0,0.0,30.0,8.0,8.0,12.0,279.1,8.0,128.0,7.99,196.0,0.0,1,1,1,1,5.0,1.0,1.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
40.0,6.3,60.0,4000.0,1,18.0,0,48.0,0.0,30.0,13.0,8.0,11.0,250.3,4.0,64.0,8.35,190.0,0.0,1,1,1,1,4.2,0.0,1.0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
83.0,6.7,120.0,3900.0,1,25.0,1,200.0,1.0,30.0,12.0,8.0,3.0,2161200.0,12.0,512.0,5.8,163.0,0.0,1,1,1,1,5.4,1.0,1.0,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
73.0,6.1,120.0,3900.0,1,25.0,1,50.0,1.0,30.0,12.0,8.0,4.0,1591500.0,8.0,256.0,7.6,168.0,0.0,1,1,1,1,5.3,1.0,1.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
65.0,6.78,144.0,5200.0,1,45.0,0,50.0,1.0,30.0,50.0,8.0,4.0,733.5,12.0,256.0,7.29,178.0,0.0,1,1,1,1,5.4,1.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
75.0,6.7,120.0,4900.0,1,45.0,1,50.0,1.0,30.0,12.0,10.0,4.0,1810600.0,8.0,512.0,7.4,190.0,0.0,1,1,1,1,5.4,1.0,1.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
65.0,6.67,120.0,5000.0,1,67.0,0,64.0,1.0,30.0,16.0,8.0,4.0,1134500.0,12.0,256.0,7.9,181.0,0.0,1,1,1,1,5.3,1.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
71.0,6.67,120.0,5000.0,1,90.0,0,50.0,1.0,60.0,20.0,8.0,4.0,1510100.0,12.0,512.0,7.8,179.0,0.0,1,1,1,1,5.4,1.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
65.0,6.67,120.0,5000.0,1,67.0,0,64.0,1.0,30.0,16.0,8.0,4.0,1134500.0,12.0,256.0,7.9,181.0,0.0,1,1,1,1,5.3,1.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
71.0,6.67,120.0,5000.0,1,90.0,0,50.0,1.0,60.0,20.0,8.0,4.0,1510100.0,12.0,512.0,7.8,179.0,0.0,1,1,1,1,5.4,1.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
67.0,6.4,120.0,4500.0,1,25.0,1,50.0,1.0,24.0,10.0,8.0,4.0,1257500.0,8.0,128.0,8.2,209.0,0.0,1,1,1,1,5.3,1.0,1.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
51.0,6.9,120.0,6000.0,1,33.0,0,50.0,0.0,30.0,8.0,8.0,6.0,419.9,8.0,256.0,8.2,211.0,0.0,1,1,1,1,5.4,1.0,1.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
82.0,6.67,144.0,5000.0,1,120.0,1,50.0,1.0,30.0,32.0,8.0,4.0,2017000.0,12.0,256.0,8.39,209.0,0.0,1,1,1,1,5.4,1.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
77.0,6.78,120.0,5200.0,1,100.0,1,50.0,1.0,60.0,50.0,8.0,4.0,1281700.0,12.0,512.0,8.2,199.0,0.0,1,1,1,1,5.3,1.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
64.0,6.4,60.0,4100.0,1,15.0,1,12.0,1.0,60.0,10.0,8.0,8.0,643.7,8.0,128.0,7.8,175.0,0.0,1,1,1,1,5.0,1.0,1.0,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
96.0,6.85,144.0,7200.0,1,80.0,1,50.0,1.0,30.0,16.0,8.0,3.0,2941800.0,16.0,1.0,8.6,227.0,0.0,1,1,1,1,6.0,1.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
93.0,6.9,120.0,4832.0,1,40.0,1,48.0,1.0,60.0,18.0,6.0,3.0,2697900.0,12.0,2.0,8.75,231.0,0.0,1,1,1,1,6.0,1.0,1.0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
58.0,6.78,120.0,5200.0,1,45.0,0,50.0,1.0,30.0,32.0,8.0,6.0,432.4,8.0,256.0,7.34,177.0,0.0,1,1,1,1,5.4,1.0,1.0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
79.0,6.73,120.0,4820.0,1,120.0,1,50.0,1.0,24.0,32.0,8.0,4.0,1559800.0,12.0,256.0,8.38,229.0,0.0,1,1,1,1,5.3,1.0,1.0,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
46.0,6.9,120.0,6000.0,1,33.0,0,50.0,0.0,30.0,8.0,8.0,12.0,264.0,6.0,128.0,7.99,205.0,0.0,1,1,1,1,5.4,1.0,1.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
41.0,6.74,90.0,5500.0,1,15.0,0,13.0,0.0,30.0,5.0,8.0,12.0,248.1,4.0,128.0,8.19,199.0,0.0,1,1,1,1,5.4,0.0,1.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
72.0,6.7,120.0,4700.0,1,25.0,1,50.0,1.0,30.0,10.0,10.0,4.0,1788500.0,8.0,128.0,8.0,213.0,0.0,1,1,1,1,5.3,1.0,1.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
53.0,6.67,120.0,5000.0,1,33.0,0,50.0,0.0,30.0,16.0,8.0,4.0,646.6,8.0,128.0,9.0,197.0,0.0,1,1,1,1,5.3,0.0,1.0,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
61.0,6.7,120.0,5000.0,1,25.0,0,108.0,1.0,30.0,32.0,8.0,6.0,848.1,8.0,128.0,7.6,181.0,0.0,1,1,1,1,5.0,1.0,1.0,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
64.0,6.77,120.0,5000.0,1,50.0,0,50.0,1.0,30.0,32.0,8.0,4.0,770.1,12.0,256.0,8.35,201.0,0.0,1,1,1,1,5.4,1.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
79.0,6.7,120.0,4323.0,1,20.0,1,48.0,1.0,60.0,12.0,6.0,4.0,1761400.0,6.0,256.0,7.85,240.0,0.0,1,1,1,1,5.3,1.0,1.0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
72.0,6.7,120.0,4352.0,1,20.0,1,12.0,1.0,60.0,12.0,6.0,5.0,1438500.0,6.0,128.0,7.65,240.0,0.0,1,1,1,1,5.0,1.0,1.0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
37.0,6.3,60.0,3750.0,1,18.0,0,20.0,0.0,60.0,24.0,8.0,12.0,229.7,4.0,64.0,7.6,172.0,0.0,1,1,1,1,4.2,1.0,0.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
61.0,6.6,120.0,5000.0,1,25.0,0,48.0,1.0,30.0,13.0,8.0,6.0,560.1,8.0,256.0,8.2,199.0,0.0,1,1,1,1,5.3,1.0,1.0,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
63.0,6.78,144.0,5000.0,1,68.0,0,108.0,1.0,60.0,50.0,8.0,6.0,774.7,8.0,256.0,7.9,185.0,0.0,1,1,1,1,5.3,1.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
63.0,6.5,120.0,4500.0,1,25.0,1,12.0,1.0,60.0,32.0,8.0,7.0,802.9,6.0,128.0,8.4,190.0,0.0,1,1,1,1,5.0,1.0,1.0,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
