urun_id,urun_fiyat,urun_puan,ekran_ekran_boyutu,ekran_ekran_yenileme_hızı,batarya_batarya_kapasitesi_tipik,batarya_hızlı_şarj,batarya_hızlı_şarj_gücü_maks.,batarya_kablosuz_şarj,kamera_kamera_çözünürlüğü,kamera_optik_görüntü_sabitleyici_ois,kamera_video_fps_değeri,kamera_ön_kamera_çözünürlüğü,temel_donanim_cpu_çekirdeği,temel_donanim_cpu_üretim_teknolojisi,temel_donanim_antutu_puanı_v10,temel_donanim_bellek_ram,temel_donanim_dahili_depolama,tasarim_kalınlık,tasarim_ağırlık,ağ_bağlantilari_5g,ağ_bağlantilari_4.5g_desteği,ağ_bağlantilari_4g,ağ_bağlantilari_2g,ağ_bağlantilari_3g,kablosuz_bağlantilar_bluetooth_versiyonu,kablosuz_bağlantilar_nfc,özelli̇kler_suya_dayanıklılık,ekran_ekran_teknolojisi_Dynamic AMOLED,ekran_ekran_teknolojisi_IPS LCD,ekran_ekran_teknolojisi_OLED,ekran_ekran_teknolojisi_PLS,ekran_ekran_teknolojisi_Super AMOLED,ekran_ekran_teknolojisi_TFT LCD,ekran_ekran_çözünürlüğü_standardı_FHD+,ekran_ekran_çözünürlüğü_standardı_HD,ekran_ekran_çözünürlüğü_standardı_HD+,ekran_ekran_çözünürlüğü_standardı_QHD+,ekran_ekran_çözünürlüğü_standardı_SD,kamera_video_kayıt_çözünürlüğü_1440p (Quad HD) 2K,kamera_video_kayıt_çözünürlüğü_2160p (Ultra HD) 4K,kamera_video_kayıt_çözünürlüğü_4320p (Ultra HD) 8K,kamera_video_kayıt_çözünürlüğü_480p,kamera_video_kayıt_çözünürlüğü_720p (HD),kamera_video_kayıt_çözünürlüğü_Unknown,tasarim_gövde_malzemesi_kapak_Cam | Kauçuk/Plastik (Deri Görünümlü),tasarim_gövde_malzemesi_kapak_Cam | Plastik (Cam Görünümlü),tasarim_gövde_malzemesi_kapak_Fiberglass,tasarim_gövde_malzemesi_kapak_Fiberglass | Kauçuk/Plastik (Deri Görünümlü),tasarim_gövde_malzemesi_kapak_Kauçuk/Plastik (Deri Görünümlü),tasarim_gövde_malzemesi_kapak_Kauçuk/Plastik (Deri Görünümlü) | Plastik (Cam Görünümlü),tasarim_gövde_malzemesi_kapak_Metal,tasarim_gövde_malzemesi_kapak_Plastik,tasarim_gövde_malzemesi_kapak_Plastik (Cam Görünümlü),tasarim_gövde_malzemesi_kapak_Plastik (Metalik Görünümlü),tasarim_gövde_malzemesi_kapak_PoliKarbonat (Metalik Görünümlü),tasarim_gövde_malzemesi_kapak_Polikarbonat,tasarim_gövde_malzemesi_kapak_Polimer (Cam Görünümlü),tasarim_gövde_malzemesi_kapak_Unknown,i̇şleti̇m_si̇stemi̇_i̇şletim_sistemi_BlackBerry OS,i̇şleti̇m_si̇stemi̇_i̇şletim_sistemi_iOS
50,11.249656421313464,83.0,6.7,120.0,4441.0,1,20.0,1,48.0,1.0,60.0,12.0,6.0,3.0,1740400.0,8.0,256.0,8.25,221.0,0.0,1,1,1,1,5.3,1.0,1.0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
51,11.77452020265869,91.0,6.9,120.0,4832.0,1,40.0,1,48.0,1.0,60.0,18.0,6.0,3.0,2697900.0,12.0,512.0,8.75,231.0,0.0,1,1,1,1,6.0,1.0,1.0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
52,9.68243805715556,61.0,6.7,120.0,5000.0,1,45.0,0,50.0,1.0,30.0,12.0,8.0,4.0,655.2,8.0,128.0,7.4,195.0,0.0,1,1,1,1,5.4,1.0,1.0,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
53,11.002099841204238,89.0,6.85,144.0,7500.0,1,80.0,1,50.0,1.0,30.0,16.0,8.0,3.0,2974500.0,12.0,256.0,8.9,230.0,0.0,1,1,1,1,5.4,1.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
54,9.392661928770137,60.0,6.67,120.0,5000.0,1,67.0,0,50.0,1.0,30.0,16.0,8.0,6.0,599.6,8.0,256.0,7.87,190.0,0.0,1,1,1,1,5.2,1.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
55,11.171233006670045,79.0,6.1,120.0,3274.0,1,20.0,1,48.0,1.0,60.0,12.0,6.0,3.0,1791300.0,8.0,128.0,8.25,187.0,0.0,1,1,1,1,5.3,1.0,1.0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
56,10.102338411281293,69.0,6.55,120.0,6000.0,1,80.0,0,200.0,1.0,30.0,50.0,8.0,4.0,848.1,12.0,256.0,7.3,184.0,0.0,1,1,1,1,5.4,1.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
57,9.672248823507559,63.0,6.67,120.0,5500.0,1,45.0,0,200.0,1.0,60.0,32.0,8.0,6.0,452.7,12.0,512.0,8.24,180.0,0.0,1,1,1,1,5.3,1.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
58,11.000041724734766,95.0,6.85,144.0,7200.0,1,80.0,1,50.0,1.0,30.0,16.0,8.0,3.0,2941800.0,16.0,512.0,8.6,227.0,0.0,1,1,1,1,6.0,1.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
59,9.341280911236778,53.0,6.7,90.0,5000.0,1,25.0,0,50.0,1.0,30.0,13.0,8.0,5.0,445.3,6.0,128.0,7.5,192.0,0.0,1,1,1,1,5.3,1.0,1.0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
60,10.373288036149187,73.0,6.2,120.0,4000.0,1,25.0,1,50.0,1.0,30.0,12.0,10.0,4.0,1588900.0,8.0,128.0,7.6,167.0,0.0,1,1,1,1,5.3,1.0,1.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
61,9.642122788401721,57.0,6.77,120.0,6000.0,1,33.0,0,108.0,0.0,60.0,20.0,8.0,6.0,421.3,8.0,256.0,7.94,183.7,0.0,1,1,1,1,5.3,1.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
62,9.790862939312195,65.0,6.4,120.0,4500.0,1,25.0,1,12.0,1.0,60.0,32.0,8.0,5.0,955.8,8.0,128.0,7.9,177.0,0.0,1,1,1,1,5.0,1.0,1.0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
63,10.373491181781864,68.0,6.83,120.0,6500.0,1,100.0,0,200.0,1.0,30.0,32.0,8.0,4.0,655.2,8.0,256.0,8.47,207.1,0.0,1,1,1,1,5.4,1.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
65,10.645424897265505,77.0,6.59,120.0,6500.0,1,80.0,0,50.0,1.0,60.0,50.0,8.0,4.0,1086700.0,12.0,256.0,7.89,197.0,0.0,1,1,1,1,5.4,1.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
66,10.505067539570582,83.0,6.36,120.0,4610.0,1,90.0,1,50.0,1.0,24.0,32.0,8.0,4.0,1996900.0,12.0,256.0,8.2,193.0,0.0,1,1,1,1,5.4,1.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
67,10.345316733380217,80.0,6.83,120.0,5500.0,1,67.0,0,50.0,1.0,60.0,32.0,8.0,4.0,1640700.0,12.0,512.0,7.5,194.0,0.0,1,1,1,1,6.0,1.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
68,11.21318430646977,81.0,6.5,120.0,3149.0,1,20.0,1,48.0,1.0,60.0,18.0,6.0,3.0,2123800.0,12.0,256.0,5.64,165.0,0.0,1,1,1,1,6.0,1.0,1.0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
69,9.959300617355341,69.0,6.67,120.0,5000.0,1,120.0,0,200.0,1.0,30.0,16.0,8.0,4.0,742.5,12.0,512.0,8.9,204.5,0.0,1,1,1,1,5.3,1.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
70,10.719562290755123,81.0,6.31,120.0,6500.0,1,90.0,0,50.0,1.0,60.0,50.0,8.0,4.0,1939800.0,12.0,256.0,7.99,186.0,0.0,1,1,1,1,5.4,1.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
71,10.085809109330082,64.0,6.77,120.0,6500.0,1,45.0,0,200.0,1.0,60.0,32.0,8.0,6.0,655.2,12.0,512.0,7.96,195.0,0.0,1,1,1,1,5.3,1.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
72,11.408098584681495,96.0,6.78,120.0,6510.0,1,90.0,1,50.0,1.0,30.0,50.0,8.0,3.0,2982900.0,16.0,512.0,7.99,226.0,0.0,1,1,1,1,5.4,1.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
73,10.197204751918042,76.0,6.67,144.0,5000.0,1,67.0,0,50.0,1.0,60.0,32.0,8.0,4.0,1359000.0,12.0,512.0,7.8,195.0,0.0,1,1,1,1,5.4,1.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
74,10.631036159813405,85.0,6.59,120.0,6210.0,1,100.0,0,50.0,1.0,30.0,20.0,8.0,3.0,655.2,12.0,512.0,8.0,199.0,0.0,1,1,1,1,5.4,1.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
75,10.896276255383007,90.0,6.36,120.0,5240.0,1,90.0,1,50.0,1.0,30.0,32.0,8.0,3.0,2692300.0,12.0,512.0,8.08,191.0,0.0,1,1,1,1,6.0,1.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
76,9.95227771670556,64.0,6.7,120.0,5000.0,1,45.0,0,50.0,1.0,30.0,12.0,8.0,4.0,910.5,8.0,128.0,7.4,198.0,0.0,1,1,1,1,5.3,1.0,1.0,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
78,10.305647203635566,72.0,6.7,120.0,4700.0,1,25.0,1,50.0,1.0,30.0,10.0,10.0,4.0,1788500.0,8.0,128.0,8.0,213.0,0.0,1,1,1,1,5.3,1.0,1.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
79,11.302316649580355,94.0,6.73,120.0,5410.0,1,90.0,1,50.0,1.0,30.0,32.0,8.0,3.0,2661600.0,16.0,512.0,9.48,226.0,0.0,1,1,1,1,6.0,1.0,1.0,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
80,9.790772279053618,65.0,6.4,120.0,4500.0,1,25.0,1,12.0,1.0,60.0,32.0,8.0,5.0,941.4,8.0,128.0,7.9,177.0,0.0,1,1,1,1,5.0,1.0,1.0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
81,10.477287975463508,76.0,6.59,120.0,6000.0,1,80.0,0,50.0,1.0,60.0,50.0,8.0,4.0,1384000.0,12.0,256.0,7.42,187.0,0.0,1,1,1,1,5.4,1.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
82,9.873938755244534,63.0,6.78,144.0,5200.0,1,45.0,0,50.0,1.0,30.0,50.0,8.0,4.0,733.5,8.0,256.0,7.29,178.0,0.0,1,1,1,1,5.4,1.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
83,10.854200387242365,78.0,6.8,120.0,5000.0,1,45.0,1,200.0,1.0,30.0,12.0,8.0,4.0,1542300.0,8.0,256.0,8.9,233.0,0.0,1,1,1,1,5.3,1.0,1.0,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
84,9.674501969738285,63.0,6.67,120.0,5100.0,1,67.0,0,200.0,1.0,30.0,16.0,8.0,4.0,581.5,8.0,256.0,7.98,187.0,0.0,1,1,1,1,5.2,1.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
85,9.649942781746594,60.0,6.57,120.0,7000.0,1,80.0,0,50.0,0.0,60.0,16.0,8.0,6.0,428.0,8.0,256.0,8.0,188.0,0.0,1,1,1,1,5.4,1.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
86,11.326595886778735,86.0,6.3,120.0,3582.0,1,25.0,1,48.0,1.0,60.0,12.0,6.0,3.0,1853700.0,8.0,256.0,8.25,199.0,0.0,1,1,1,1,5.3,1.0,1.0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
87,10.750557672706783,89.0,6.36,120.0,5240.0,1,90.0,1,50.0,1.0,30.0,32.0,8.0,3.0,2692300.0,12.0,256.0,8.08,191.0,0.0,1,1,1,1,6.0,1.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
88,9.461220483733097,60.0,6.67,120.0,5000.0,1,67.0,0,50.0,1.0,30.0,16.0,8.0,6.0,585.1,8.0,256.0,7.9,187.0,0.0,1,1,1,1,5.2,1.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
89,10.053576422944428,67.0,6.55,120.0,6000.0,1,80.0,0,200.0,1.0,30.0,50.0,8.0,4.0,838.6,8.0,256.0,7.3,184.0,0.0,1,1,1,1,5.4,1.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
90,11.125054665263015,77.0,6.7,60.0,4674.0,1,30.0,1,48.0,1.0,60.0,12.0,6.0,3.0,1572700.0,8.0,128.0,7.8,199.0,0.0,1,1,1,1,5.3,1.0,1.0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
91,11.37366339763672,83.0,6.3,120.0,3692.0,1,40.0,1,48.0,1.0,60.0,18.0,6.0,3.0,2542200.0,8.0,512.0,7.95,177.0,0.0,1,1,1,1,6.0,1.0,1.0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
92,9.422681789756306,55.0,6.67,120.0,5000.0,1,33.0,0,50.0,0.0,30.0,16.0,8.0,4.0,646.6,8.0,256.0,9.0,197.0,0.0,1,1,1,1,5.3,0.0,1.0,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
93,9.5643970913544,59.0,6.67,120.0,5000.0,1,67.0,0,200.0,1.0,60.0,16.0,8.0,6.0,430.2,8.0,256.0,7.98,188.0,0.0,1,1,1,1,5.2,1.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
94,10.257565677657576,75.0,6.67,144.0,5000.0,1,67.0,0,50.0,1.0,60.0,32.0,8.0,4.0,1359000.0,12.0,256.0,7.8,195.0,0.0,1,1,1,1,5.4,1.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
95,9.125559959079922,48.0,6.7,90.0,5000.0,1,25.0,0,50.0,0.0,30.0,13.0,8.0,6.0,387.4,4.0,128.0,7.9,200.0,0.0,1,1,1,1,5.3,1.0,1.0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
96,10.275051108968611,70.0,6.57,120.0,7000.0,1,80.0,0,50.0,1.0,30.0,50.0,8.0,4.0,655.2,12.0,256.0,8.27,202.0,0.0,1,1,1,1,5.1,1.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
97,9.082507000466299,49.0,6.72,90.0,5000.0,1,33.0,0,108.0,0.0,30.0,8.0,8.0,6.0,314.8,8.0,256.0,7.59,185.0,0.0,1,1,1,1,5.0,1.0,1.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
98,11.096804231494536,96.0,6.85,144.0,7200.0,1,80.0,1,50.0,1.0,30.0,16.0,8.0,3.0,2941800.0,16.0,1.0,8.6,227.0,0.0,1,1,1,1,6.0,1.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
99,10.042989896001014,71.0,6.67,120.0,5000.0,1,90.0,0,50.0,1.0,60.0,20.0,8.0,4.0,1510100.0,12.0,512.0,7.8,179.0,0.0,1,1,1,1,5.4,1.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
100,10.763652278630156,90.0,6.83,144.0,5500.0,1,90.0,1,50.0,1.0,30.0,32.0,8.0,3.0,2393700.0,12.0,1.0,7.96,210.0,0.0,1,1,1,1,6.0,1.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
101,11.638676670275789,90.0,6.3,120.0,3988.0,1,40.0,1,48.0,1.0,60.0,18.0,6.0,3.0,2430600.0,12.0,512.0,8.75,204.0,0.0,1,1,1,1,6.0,1.0,1.0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
102,10.188668374467271,67.0,6.79,120.0,7500.0,1,66.0,0,108.0,1.0,30.0,16.0,8.0,4.0,754.2,8.0,512.0,7.76,189.0,0.0,1,1,1,1,5.2,1.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
103,10.199918739620157,50.0,6.1,60.0,3110.0,1,20.0,1,12.0,1.0,60.0,12.0,6.0,7.0,950.7,4.0,64.0,8.3,194.0,0.0,1,1,1,1,5.0,1.0,1.0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
104,10.621327345686446,83.0,6.59,120.0,6210.0,1,100.0,0,50.0,1.0,30.0,20.0,8.0,3.0,655.2,12.0,256.0,8.0,199.0,0.0,1,1,1,1,5.4,1.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
105,10.735309127783832,66.0,6.1,60.0,3279.0,1,20.0,1,12.0,1.0,60.0,12.0,6.0,5.0,1381900.0,6.0,128.0,7.8,172.0,0.0,1,1,1,1,5.3,1.0,1.0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
106,10.799575577092764,74.0,6.1,60.0,4005.0,1,20.0,1,48.0,1.0,60.0,12.0,6.0,3.0,1405700.0,8.0,256.0,7.8,167.0,0.0,1,1,1,1,5.3,1.0,1.0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
107,9.364691031806107,54.0,6.67,120.0,5500.0,1,33.0,0,108.0,0.0,60.0,20.0,8.0,6.0,443.5,8.0,128.0,8.16,196.5,0.0,1,1,1,1,5.3,1.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
109,10.085809109330082,67.0,6.83,120.0,6500.0,1,100.0,0,50.0,1.0,30.0,32.0,8.0,4.0,655.2,8.0,256.0,8.31,205.9,0.0,1,1,1,1,5.4,1.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
110,10.177324218165856,65.0,6.57,120.0,6000.0,1,45.0,0,50.0,1.0,30.0,32.0,8.0,4.0,677.736,12.0,256.0,7.78,180.0,0.0,1,1,1,1,5.1,1.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
112,9.04793908261736,47.0,6.74,90.0,5500.0,1,15.0,0,50.0,0.0,30.0,5.0,8.0,6.0,425.5,6.0,128.0,8.19,199.0,0.0,1,1,1,1,5.4,1.0,1.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
114,10.580530757347516,82.0,6.67,144.0,5000.0,1,120.0,1,50.0,1.0,30.0,32.0,8.0,4.0,2017000.0,12.0,256.0,8.39,209.0,0.0,1,1,1,1,5.4,1.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
115,10.535691341728024,83.0,6.67,144.0,5000.0,1,120.0,1,50.0,1.0,30.0,32.0,8.0,4.0,2017000.0,12.0,512.0,8.39,209.0,0.0,1,1,1,1,5.4,1.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
117,9.3418991953646,55.0,6.67,120.0,5000.0,1,33.0,0,108.0,0.0,30.0,16.0,8.0,6.0,387.9,8.0,256.0,7.97,188.5,0.0,1,1,1,1,5.1,1.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
118,10.495522126727051,68.0,6.1,120.0,3700.0,1,25.0,1,50.0,1.0,24.0,10.0,8.0,4.0,1206700.0,8.0,128.0,7.6,168.0,0.0,1,1,1,1,5.2,1.0,1.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
119,9.901653371453968,67.0,6.67,120.0,5000.0,1,120.0,0,200.0,1.0,30.0,16.0,8.0,4.0,742.5,12.0,256.0,8.9,204.5,0.0,1,1,1,1,5.3,1.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
120,10.904780978680208,83.0,6.7,120.0,3900.0,1,25.0,1,200.0,1.0,30.0,12.0,8.0,3.0,2161200.0,12.0,512.0,5.8,163.0,0.0,1,1,1,1,5.4,1.0,1.0,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
121,10.350784704892536,59.0,6.1,60.0,2815.0,1,20.0,1,12.0,1.0,60.0,12.0,6.0,5.0,1250400.0,4.0,64.0,7.4,164.0,0.0,1,1,1,1,5.0,1.0,1.0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
122,9.211539652551664,50.0,6.7,90.0,5000.0,1,25.0,0,50.0,1.0,30.0,13.0,8.0,6.0,428.1,4.0,128.0,7.5,190.0,0.0,1,1,1,1,5.3,1.0,1.0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
123,11.34670368838803,90.0,6.9,120.0,5000.0,1,45.0,1,200.0,1.0,30.0,12.0,8.0,3.0,2551600.0,12.0,1.0,8.2,218.0,0.0,1,1,1,1,5.4,1.0,1.0,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
124,9.759564640320425,65.0,6.67,120.0,5100.0,1,67.0,0,200.0,1.0,30.0,16.0,8.0,4.0,601.7,12.0,256.0,7.98,187.0,0.0,1,1,1,1,5.2,1.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
125,9.769956159911606,58.0,6.55,120.0,4500.0,1,33.0,1,50.0,1.0,30.0,16.0,8.0,6.0,659.6,8.0,128.0,8.3,193.5,0.0,1,1,1,1,5.2,1.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
126,10.295529640312152,69.0,6.67,120.0,5110.0,1,120.0,0,200.0,1.0,30.0,20.0,8.0,4.0,750.3,12.0,512.0,8.75,210.0,0.0,1,1,1,1,5.4,1.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
127,11.28727941000412,76.0,6.1,60.0,3561.0,1,25.0,1,48.0,1.0,60.0,12.0,6.0,3.0,1517700.0,8.0,256.0,7.8,170.0,0.0,1,1,1,1,5.3,1.0,1.0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
128,9.46440412849932,53.0,6.67,120.0,5000.0,1,33.0,0,50.0,0.0,30.0,16.0,8.0,4.0,646.6,8.0,128.0,9.0,197.0,0.0,1,1,1,1,5.3,0.0,1.0,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
