urun_id,urun_fiyat,urun_puan,ekran_ekran_boyutu,ekran_ekran_teknolojisi,ekran_ekran_çözünürlüğü_standardı,ekran_ekran_yenileme_hızı,batarya_batarya_kapasitesi_tipik,batarya_hızlı_şarj,batarya_hızlı_şarj_gücü_maks.,batarya_kablosuz_şarj,kamera_kamera_çözünürlüğü,kamera_optik_görüntü_sabitleyici_ois,kamera_video_kayıt_çözünürlüğü,kamera_video_fps_değeri,kamera_ön_kamera_çözünürlüğü,temel_donanim_cpu_çekirdeği,temel_donanim_cpu_üretim_teknolojisi,temel_donanim_antutu_puanı_v10,temel_donanim_bellek_ram,temel_donanim_dahili_depolama,tasarim_kalınlık,tasarim_ağırlık,tasarim_gövde_malzemesi_kapak,ağ_bağlantilari_5g,ağ_bağlantilari_4.5g_desteği,ağ_bağlantilari_4g,ağ_bağlantilari_2g,ağ_bağlantilari_3g,kablosuz_bağlantilar_bluetooth_versiyonu,kablosuz_bağlantilar_nfc,i̇şleti̇m_si̇stemi̇_i̇şletim_sistemi,özelli̇kler_suya_dayanıklılık
472,11.502875129116727,4.330733340286331,6.7 İnç,OLED,FHD+,120 Hz,4352 mAh,Var,20 W,Var,12 MP,Var,2160p (Ultra HD) 4K,60 fps,12 MP,6 Çekirdek,5 nm,1.438.500 Puan,6 GB,512 GB,7.65 mm,240 Gram,Cam,Var,Var,Var,Var,Var,5.0,Var,iOS,Var
474,9.50613271707527,3.828641396489095,6.4 İnç,Super AMOLED,FHD+,60 Hz,5000 mAh,Var,15 W,Yok,48 MP,Yok,1080p (Full HD),30 fps,20 MP,8 Çekirdek,12 nm,221.500 Puan,4 GB,128 GB,8.6 mm,185 Gram,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,5.0,Var,Android,Yok
478,10.547236221420816,4.248495242049359,6.7 İnç,Dynamic AMOLED,FHD+,120 Hz,3700 mAh,Var,25 W,Var,12 MP,Var,2160p (Ultra HD) 4K,60 fps,10 MP,8 Çekirdek,4 nm,1.507.300 Puan,8 GB,256 GB,6.9 mm,187 Gram,Cam,Var,Var,Var,Var,Var,5.3,Var,Android,Var
480,10.819598268208338,4.2626798770413155,6.6 İnç,Dynamic AMOLED,FHD+,120 Hz,4500 mAh,Var,45 W,Var,50 MP,Var,4320p (Ultra HD) 8K,24 fps,10 MP,8 Çekirdek,4 nm,1.038.500 Puan,8 GB,128 GB,7.6 mm,196 Gram,Cam,Var,Var,Var,Var,Var,5.2,Var,Android,Var
481,10.80770671532125,4.219507705176107,6.1 İnç,OLED,FHD+,60 Hz,3227 mAh,Var,20 W,Var,12 MP,Var,2160p (Ultra HD) 4K,60 fps,12 MP,6 Çekirdek,5 nm,1.550.800 Puan,4 GB,512 GB,7.65 mm,174 Gram,Cam,Var,Var,Var,Var,Var,5.0,Var,iOS,Var
485,9.047468439003541,3.8066624897703196,6.67 İnç,IPS LCD,HD+,90 Hz,5000 mAh,Var,45 W,Yok,50 MP,Yok,1080p (Full HD),30 fps,8 MP,8 Çekirdek,12 nm,273.000 Puan,8 GB,128 GB,7.64 mm,185 Gram,,Yok,Var,Var,Var,Var,5.0,Var,Android,Var
486,10.615500156648109,4.290459441148391,6.6 İnç,OLED,FHD+,120 Hz,4900 mAh,Var,66 W,Var,50 MP,Var,2160p (Ultra HD) 4K,60 fps,13 MP,8 Çekirdek,7 nm,751.800 Puan,12 GB,256 GB,7.95 mm,207 Gram,,Yok,Var,Var,Var,Var,5.2,Var,Android,Var
487,9.259605661350994,3.8501476017100584,6.72 İnç,IPS LCD,FHD+,90 Hz,5000 mAh,Var,33 W,Yok,64 MP,Yok,1080p (Full HD),60 fps,8 MP,8 Çekirdek,12 nm,,8 GB,256 GB,7.89 mm,189.5 Gram,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,5.2,Var,Android,Yok
490,11.547819523947549,4.394449154672439,6.7 İnç,OLED,FHD+,120 Hz,4323 mAh,Var,20 W,Var,48 MP,Var,2160p (Ultra HD) 4K,60 fps,12 MP,6 Çekirdek,4 nm,1.761.400 Puan,6 GB,512 GB,7.85 mm,240 Gram,Cam,Var,Var,Var,Var,Var,5.3,Var,iOS,Var
491,9.547957667053378,3.912023005428146,6.43 İnç,AMOLED,FHD+,90 Hz,5000 mAh,Var,33 W,Yok,50 MP,Yok,1080p (Full HD),30 fps,13 MP,8 Çekirdek,6 nm,,6 GB,128 GB,8.09 mm,179 Gram,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,5.0,Yok,Android,Var
492,10.86906356408504,4.330733340286331,6.7 İnç,Dynamic AMOLED,FHD+,120 Hz,4000 mAh,Var,25 W,Var,50 MP,Var,2160p (Ultra HD) 4K,60 fps,10 MP,8 Çekirdek,4 nm,1.511.600 Puan,12 GB,512 GB,6.9 mm,187 Gram,Cam,Var,Var,Var,Var,Var,5.3,Var,Android,Var
496,10.568236287380431,4.174387269895637,6.1 İnç,OLED,FHD+,60 Hz,2815 mAh,Var,20 W,Var,12 MP,Var,2160p (Ultra HD) 4K,60 fps,12 MP,6 Çekirdek,5 nm,1.250.400 Puan,4 GB,256 GB,7.4 mm,164 Gram,Cam,Var,Var,Var,Var,Var,5.0,Var,iOS,Var
498,9.528866827722945,3.7376696182833684,6.3 İnç,IPS LCD,FHD+,60 Hz,4050 mAh,Var,15 W,Yok,25 MP,Yok,1080p (Full HD),30 fps,13 MP,8 Çekirdek,10 nm,,4 GB,64 GB,9.9 mm,218 Gram,,Yok,Var,Var,Var,Var,5.0,Var,Android,Var
499,11.356272239720003,4.418840607796598,6.5 İnç,OLED,FHD+,120 Hz,3149 mAh,Var,20 W,Var,48 MP,Var,2160p (Ultra HD) 4K,60 fps,18 MP,6 Çekirdek,3 nm,2.123.800 Puan,12 GB,512 GB,5.64 mm,165 Gram,Cam,Var,Var,Var,Var,Var,6.0,Var,iOS,Var
500,9.865670413911111,4.143134726391533,6.67 İnç,AMOLED,FHD+,120 Hz,5000 mAh,Var,67 W,Yok,200 MP,Var,1080p (Full HD),60 fps,16 MP,8 Çekirdek,6 nm,433.200 Puan,12 GB,512 GB,7.98 mm,179 Gram,,Yok,Var,Var,Var,Var,5.3,Var,Android,Var
501,8.898870943732092,3.7612001156935624,6.75 İnç,IPS LCD,HD+,90 Hz,5200 mAh,Var,22.5 W,Yok,50 MP,Yok,1080p (Full HD),30 fps,8 MP,8 Çekirdek,12 nm,222.200 Puan,6 GB,128 GB,8.3 mm,204 Gram,Plastik,Yok,Var,Var,Var,Var,5.2,Var,Android,Yok
503,10.596634733096073,3.828641396489095,6.6 İnç,PLS,FHD+,60 Hz,4050 mAh,Var,15 W,Yok,50 MP,Yok,1080p (Full HD),30 fps,5 MP,8 Çekirdek,6 nm,384.700 Puan,6 GB,128 GB,10.2 mm,240 Gram,Plastik,Var,Var,Var,Var,Var,5.3,Var,Android,Var
504,9.208839245849916,3.7376696182833684,6.56 İnç,IPS LCD,HD+,90 Hz,5000 mAh,Var,33 W,Yok,50 MP,Yok,1080p (Full HD),30 fps,5 MP,8 Çekirdek,12 nm,269.100 Puan,6 GB,128 GB,8.16 mm,190 Gram,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,5.3,Yok,Android,Var
505,9.433483923290392,3.871201010907891,6.64 İnç,IPS LCD,FHD+,90 Hz,5000 mAh,Var,44 W,Yok,50 MP,Yok,1080p (Full HD),30 fps,16 MP,8 Çekirdek,6 nm,341.500 Puan,8 GB,128 GB,8.07 mm,202 Gram,,Yok,Var,Var,Var,Var,5.1,Var,Android,Var
507,9.574986263338012,3.8066624897703196,6.5 İnç,IPS LCD,FHD+,90 Hz,5000 mAh,Var,18 W,Yok,50 MP,Yok,1080p (Full HD),30 fps,8 MP,8 Çekirdek,12 nm,255.300 Puan,4 GB,128 GB,8.92 mm,181 Gram,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,5.1,Yok,Android,Yok
510,9.505432422602977,4.02535169073515,6.67 İnç,AMOLED,FHD+,120 Hz,5000 mAh,Var,67 W,Yok,50 MP,Var,1080p (Full HD),30 fps,16 MP,8 Çekirdek,6 nm,367.500 Puan,8 GB,512 GB,7.92 mm,187 Gram,,Yok,Var,Var,Var,Var,5.0,Var,Android,Var
511,10.819778284410283,4.343805421853684,6.8 İnç,AMOLED,FHD+,120 Hz,6500 mAh,Var,80 W,Yok,50 MP,Var,4320p (Ultra HD) 8K,30 fps,16 MP,8 Çekirdek,4 nm,2.213.700 Puan,16 GB,512 GB,8.9 mm,229 Gram,Cam,Var,Var,Var,Var,Var,5.3,Var,Android,Yok
512,9.961567763612653,4.174387269895637,6.67 İnç,AMOLED,FHD+,120 Hz,5100 mAh,Var,67 W,Yok,64 MP,Var,2160p (Ultra HD) 4K,30 fps,16 MP,8 Çekirdek,4 nm,605.800 Puan,12 GB,512 GB,7.98 mm,181 Gram,Plastik (Cam Görünümlü),Var,Var,Var,Var,Var,5.2,Var,Android,Var
514,9.159052340732677,3.6888794541139363,6.6 İnç,PLS,FHD+,60 Hz,5000 mAh,Var,15 W,Yok,50 MP,Yok,1080p (Full HD),30 fps,13 MP,8 Çekirdek,8 nm,186.900 Puan,4 GB,64 GB,9.1 mm,201 Gram,Plastik,Yok,Var,Var,Var,Var,5.1,Yok,Android,Yok
515,10.545248539656697,4.189654742026425,6.7 İnç,Dynamic AMOLED,FHD+,120 Hz,3700 mAh,Var,25 W,Var,12 MP,Var,2160p (Ultra HD) 4K,60 fps,10 MP,8 Çekirdek,4 nm,1.258.400 Puan,8 GB,128 GB,6.9 mm,187 Gram,Cam,Var,Var,Var,Var,Var,5.2,Var,Android,Var
516,9.08588651075574,3.8501476017100584,6.78 İnç,IPS LCD,FHD+,60 Hz,5000 mAh,Var,18 W,Yok,108 MP,Yok,2160p (Ultra HD) 4K,30 fps,16 MP,8 Çekirdek,12 nm,,8 GB,128 GB,9.1 mm,213 Gram,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,5.0,Var,Android,Yok
518,9.72537293415441,3.9889840465642745,6.47 İnç,AMOLED,FHD+,60 Hz,5260 mAh,Var,30 W,Yok,108 MP,Var,2160p (Ultra HD) 4K,30 fps,32 MP,8 Çekirdek,8 nm,370.700 Puan,6 GB,128 GB,9.67 mm,208 Gram,Cam,Yok,Var,Var,Var,Var,5.0,Var,Android,Yok
519,9.58241414305462,3.6109179126442243,6.5 İnç,IPS LCD,HD+,60 Hz,5000 mAh,Yok,,Yok,12 MP,Yok,2160p (Ultra HD) 4K,30 fps,8 MP,8 Çekirdek,11 nm,208.300 Puan,3 GB,64 GB,9.1 mm,195 Gram,,Yok,Var,Var,Var,Var,5.0,Var,Android,Yok
521,8.972934343354668,3.7612001156935624,6.6 İnç,IPS LCD,HD+,90 Hz,5000 mAh,Var,18 W,Yok,50 MP,Yok,1080p (Full HD),30 fps,8 MP,8 Çekirdek,12 nm,160.900 Puan,8 GB,128 GB,8.75 mm,189 Gram,,Yok,Var,Var,Var,Var,5.0,Var,Android,Yok
522,8.925220348006805,3.6888794541139363,6.74 İnç,IPS LCD,HD+,90 Hz,5000 mAh,Var,33 W,Yok,50 MP,Yok,1080p (Full HD),30 fps,8 MP,8 Çekirdek,12 nm,254.300 Puan,4 GB,128 GB,7.49 mm,182 Gram,,Yok,Var,Var,Var,Var,5.0,Yok,Android,Yok
528,7.955091816968454,3.091042453358316,5.5 İnç,Super AMOLED,HD,60 Hz,3000 mAh,Yok,,Yok,13 MP,Yok,1080p (Full HD),30 fps,5 MP,8 Çekirdek,14 nm,,2 GB,16 GB,7.6 mm,170 Gram,PoliKarbonat (Metalik Görünümlü),Yok,Var,Var,Var,Var,4.1,Yok,Android,Yok
531,10.545315122572783,4.02535169073515,6.9 İnç,OLED,FHD+,120 Hz,4310 mAh,Var,33 W,Yok,50 MP,Yok,2160p (Ultra HD) 4K,30 fps,16 MP,8 Çekirdek,4 nm,684.669 Puan,8 GB,256 GB,7 mm,209 Gram,,Var,Var,Var,Var,Var,5.2,Var,Android,Var
532,11.06819964290876,4.394449154672439,6.8 İnç,AMOLED,FHD+,120 Hz,6000 mAh,Var,80 W,Yok,50 MP,Var,4320p (Ultra HD) 8K,30 fps,12 MP,8 Çekirdek,4 nm,2.176.000 Puan,16 GB,512 GB,8.78 mm,246 Gram,Cam,Var,Var,Var,Var,Var,5.4,Var,Android,Var
533,11.218554404367652,4.31748811353631,6.7 İnç,OLED,FHD+,60 Hz,4383 mAh,Var,20 W,Var,48 MP,Var,2160p (Ultra HD) 4K,60 fps,12 MP,6 Çekirdek,4 nm,1.417.400 Puan,6 GB,512 GB,7.8 mm,201 Gram,Cam,Var,Var,Var,Var,Var,5.3,Var,iOS,Var
535,10.239991931497913,4.04305126783455,6.6 İnç,IPS LCD,FHD+,120 Hz,5000 mAh,Var,67 W,Yok,64 MP,Yok,2160p (Ultra HD) 4K,30 fps,16 MP,8 Çekirdek,6 nm,793.100 Puan,8 GB,128 GB,8.9 mm,193 Gram,Plastik (Cam Görünümlü),Var,Var,Var,Var,Var,5.2,Var,Android,Var
536,9.392661928770137,3.1354942159291497,4.7 İnç,IPS LCD,HD+,60 Hz,1800 mAh,Yok,,Yok,8 MP,Yok,1080p (Full HD),60 fps,1.2 MP,2 Çekirdek,20 nm,,1 GB,32 GB,6.9 mm,129 Gram,Metal,Yok,Var,Var,Var,Var,4.0,Var,iOS,Yok
538,9.615805480084347,3.9512437185814275,6.5 İnç,Super AMOLED,FHD+,90 Hz,5000 mAh,Var,25 W,Yok,50 MP,Yok,1080p (Full HD),30 fps,13 MP,8 Çekirdek,6 nm,415.100 Puan,8 GB,256 GB,8.4 mm,200 Gram,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,5.3,Var,Android,Yok
542,8.748304912379623,3.6888794541139363,6.56 İnç,IPS LCD,HD+,90 Hz,5000 mAh,Var,18 W,Yok,50 MP,Yok,1080p (Full HD),30 fps,8 MP,8 Çekirdek,12 nm,,4 GB,128 GB,9 mm,203 Gram,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,5.0,Yok,Android,Var
543,10.18701324921291,4.189654742026425,6.78 İnç,AMOLED,FHD+,120 Hz,5000 mAh,Var,80 W,Yok,50 MP,Var,2160p (Ultra HD) 4K,30 fps,50 MP,8 Çekirdek,4 nm,842.600 Puan,12 GB,256 GB,7.45 mm,186 Gram,Cam,Var,Var,Var,Var,Var,5.4,Var,Android,Var
545,8.980927207648378,3.7612001156935624,6.82 İnç,IPS LCD,HD+,90 Hz,7000 mAh,Var,18 W,Yok,16 MP,Yok,1440p (Quad HD) 2K,30 fps,8 MP,8 Çekirdek,12 nm,249.300 Puan,4 GB,64 GB,9.63 mm,230 Gram,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,5.0,Var,Android,Yok
546,9.429556219952412,3.4965075614664802,6.52 İnç,IPS LCD,HD+,60 Hz,5000 mAh,Yok,,Yok,13 MP,Yok,1080p (Full HD),30 fps,8 MP,8 Çekirdek,12 nm,,4 GB,64 GB,8.4 mm,190 Gram,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,5.0,Yok,Android,Yok
547,11.551674913249506,4.343805421853684,6.7 İnç,OLED,FHD+,120 Hz,4352 mAh,Var,20 W,Var,12 MP,Var,2160p (Ultra HD) 4K,60 fps,12 MP,6 Çekirdek,5 nm,1.438.500 Puan,6 GB,1 TB,7.65 mm,240 Gram,Cam,Var,Var,Var,Var,Var,5.0,Var,iOS,Var
549,11.082142548877775,4.248495242049359,6.6 İnç,OLED,FHD+,120 Hz,4360 mAh,Var,66 W,Var,50 MP,Var,2160p (Ultra HD) 4K,60 fps,13 MP,8 Çekirdek,5 nm,,8 GB,256 GB,8.5 mm,195 Gram,Cam,Yok,Var,Var,Var,Var,5.2,Var,Android,Var
553,8.302265794873367,2.995732273553991,5.5 İnç,Super AMOLED,HD,60 Hz,3100 mAh,Yok,,Yok,8 MP,Yok,1080p (Full HD),30 fps,1.9 MP,4 Çekirdek,32 nm,,2 GB,16 GB,9.4 mm,183 Gram,,Yok,Yok,Yok,Var,Var,4.0,Var,Android,Yok
554,10.085800775962026,4.174387269895637,6.67 İnç,AMOLED,FHD+,120 Hz,5110 mAh,Var,45 W,Yok,50 MP,Var,2160p (Ultra HD) 4K,30 fps,20 MP,8 Çekirdek,4 nm,646.600 Puan,8 GB,256 GB,8.4 mm,190 Gram,Kauçuk/Plastik (Deri Görünümlü) | Plastik (Cam Görünümlü),Var,Var,Var,Var,Var,5.4,Var,Android,Var
555,9.13755460225053,3.828641396489095,6.68 İnç,IPS LCD,HD+,90 Hz,5500 mAh,Var,15 W,Yok,50 MP,Yok,1080p (Full HD),30 fps,5 MP,8 Çekirdek,12 nm,257.200 Puan,8 GB,256 GB,8.1 mm,198 Gram,Plastik (Metalik Görünümlü),Yok,Var,Var,Var,Var,5.0,Yok,Android,Var
556,10.039189961797659,4.189654742026425,6.7 İnç,AMOLED,FHD+,120 Hz,5200 mAh,Var,100 W,Yok,50 MP,Var,2160p (Ultra HD) 4K,30 fps,50 MP,8 Çekirdek,4 nm,792.700 Puan,8 GB,256 GB,7.7 mm,187 Gram,Plastik (Cam Görünümlü),Var,Var,Var,Var,Var,5.3,Var,Android,Yok
557,11.355101379776661,4.394449154672439,6.7 İnç,OLED,FHD+,60 Hz,4674 mAh,Var,30 W,Var,48 MP,Var,2160p (Ultra HD) 4K,60 fps,12 MP,6 Çekirdek,3 nm,1.572.700 Puan,8 GB,512 GB,7.8 mm,199 Gram,Cam,Var,Var,Var,Var,Var,5.3,Var,iOS,Var
560,11.686887175419702,4.430816798843313,6.1 İnç,OLED,FHD+,120 Hz,3274 mAh,Var,20 W,Var,48 MP,Var,2160p (Ultra HD) 4K,60 fps,12 MP,6 Çekirdek,3 nm,1.791.300 Puan,8 GB,1 TB,8.25 mm,187 Gram,Cam,Var,Var,Var,Var,Var,5.3,Var,iOS,Var
561,10.057552371534594,4.189654742026425,6.67 İnç,AMOLED,FHD+,120 Hz,5000 mAh,Var,67 W,Yok,64 MP,Var,2160p (Ultra HD) 4K,30 fps,16 MP,8 Çekirdek,4 nm,1.134.500 Puan,12 GB,256 GB,7.9 mm,181 Gram,Plastik (Cam Görünümlü),Var,Var,Var,Var,Var,5.3,Var,Android,Var
562,9.148464968258095,3.6109179126442243,6.5 İnç,PLS,HD+,90 Hz,5000 mAh,Var,15 W,Yok,50 MP,Yok,1080p (Full HD),30 fps,5 MP,8 Çekirdek,8 nm,,4 GB,64 GB,9.1 mm,195 Gram,Plastik,Yok,Var,Var,Var,Var,5.0,Yok,Android,Yok
563,9.210340371976184,3.5263605246161616,6.5 İnç,PLS,HD+,60 Hz,5000 mAh,Var,15 W,Yok,50 MP,Yok,1080p (Full HD),30 fps,5 MP,8 Çekirdek,12 nm,,4 GB,64 GB,9.1 mm,192 Gram,Plastik,Yok,Var,Var,Var,Var,5.0,Yok,Android,Yok
564,9.680406499268875,4.04305126783455,6.67 İnç,AMOLED,FHD+,120 Hz,4500 mAh,Var,120 W,Yok,108 MP,Yok,2160p (Ultra HD) 4K,30 fps,16 MP,8 Çekirdek,6 nm,,6 GB,128 GB,8.34 mm,204 Gram,Cam,Var,Var,Var,Var,Var,5.2,Var,Android,Var
565,10.239995502805316,4.07753744390572,6.1 İnç,OLED,FHD+,60 Hz,3800 mAh,Var,22.5 W,Yok,50 MP,Var,2160p (Ultra HD) 4K,60 fps,32 MP,8 Çekirdek,7 nm,652.100 Puan,8 GB,128 GB,8.5 mm,175 Gram,Cam,Var,Var,Var,Var,Var,5.1,Var,Android,Var
567,10.063103271794445,4.04305126783455,6.4 İnç,Super AMOLED,QHD+,60 Hz,4000 mAh,Var,15 W,Var,12 MP,Var,2160p (Ultra HD) 4K,60 fps,8 MP,8 Çekirdek,10 nm,445.200 Puan,6 GB,128 GB,8.8 mm,201 Gram,Cam,Yok,Var,Var,Var,Var,5.0,Var,Android,Var
568,10.736396675471232,4.30406509320417,6.8 İnç,AMOLED,FHD+,120 Hz,6500 mAh,Var,80 W,Yok,50 MP,Var,4320p (Ultra HD) 8K,30 fps,16 MP,8 Çekirdek,4 nm,2.170.600 Puan,12 GB,256 GB,8.9 mm,229 Gram,Cam,Var,Var,Var,Var,Var,5.3,Var,Android,Yok
569,11.561706105284784,4.406719247264253,6.1 İnç,OLED,FHD+,120 Hz,3274 mAh,Var,20 W,Var,48 MP,Var,2160p (Ultra HD) 4K,60 fps,12 MP,6 Çekirdek,3 nm,1.791.300 Puan,8 GB,512 GB,8.25 mm,187 Gram,Cam,Var,Var,Var,Var,Var,5.3,Var,iOS,Var
570,11.075970463764202,4.31748811353631,6.2 İnç,Super AMOLED,HD+,120 Hz,4400 mAh,Var,25 W,Var,50 MP,Var,4320p (Ultra HD) 8K,30 fps,10 MP,8 Çekirdek,4 nm,1.513.900 Puan,12 GB,256 GB,13.4 mm,253 Gram,Cam,Var,Var,Var,Var,Var,5.3,Var,Android,Var
571,9.27891448913111,3.7612001156935624,6.6 İnç,PLS,FHD+,60 Hz,5000 mAh,Var,15 W,Yok,50 MP,Yok,1080p (Full HD),30 fps,13 MP,8 Çekirdek,8 nm,186.900 Puan,4 GB,128 GB,9.1 mm,201 Gram,Plastik,Yok,Var,Var,Var,Var,5.1,Yok,Android,Yok
572,9.158099260130491,3.8066624897703196,6.55 İnç,IPS LCD,HD+,90 Hz,5000 mAh,Var,18 W,Yok,50 MP,Yok,1080p (Full HD),30 fps,8 MP,8 Çekirdek,6 nm,,6 GB,128 GB,8.38 mm,192 Gram,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,5.0,Var,Android,Var
573,8.347879464774909,3.295836866004329,6.52 İnç,IPS LCD,HD+,60 Hz,4000 mAh,Yok,,Yok,13 MP,Yok,1080p (Full HD),30 fps,5 MP,8 Çekirdek,12 nm,,3 GB,32 GB,8.8 mm,190 Gram,Plastik,Yok,Var,Var,Var,Var,5.0,Yok,Android,Yok
574,8.818687928279045,3.6635616461296463,6.7 İnç,IPS LCD,HD+,120 Hz,5000 mAh,Yok,,Yok,13 MP,Yok,1080p (Full HD),30 fps,8 MP,8 Çekirdek,12 nm,249.700 Puan,4 GB,128 GB,8.35 mm,188 Gram,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,5.3,Yok,Android,Var
575,9.210140351973516,3.912023005428146,6.78 İnç,IPS LCD,FHD+,120 Hz,5000 mAh,Var,18 W,Yok,50 MP,Yok,1440p (Quad HD) 2K,30 fps,8 MP,8 Çekirdek,6 nm,437.600 Puan,8 GB,128 GB,7.7 mm,187 Gram,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,5.0,Var,Android,Var
577,9.210340371976184,3.828641396489095,6.6 İnç,IPS LCD,HD+,90 Hz,5000 mAh,Var,18 W,Yok,50 MP,Yok,1440p (Quad HD) 2K,30 fps,32 MP,8 Çekirdek,12 nm,270.700 Puan,8 GB,128 GB,8.75 mm,,Plastik,Yok,Var,Var,Var,Var,5.2,Var,Android,Var
580,8.961879012677683,3.58351893845611,6.71 İnç,IPS LCD,HD+,90 Hz,5000 mAh,Yok,,Yok,8 MP,Yok,1080p (Full HD),30 fps,5 MP,8 Çekirdek,12 nm,146.200 Puan,4 GB,128 GB,8.32 mm,200 Gram,Plastik,Yok,Var,Var,Var,Var,5.4,Yok,Android,Yok
583,9.491604895944155,3.9318256327243257,6.43 İnç,AMOLED,FHD+,90 Hz,5000 mAh,Var,33 W,Yok,108 MP,Yok,1080p (Full HD),30 fps,16 MP,8 Çekirdek,12 nm,397.500 Puan,8 GB,128 GB,8.09 mm,179 Gram,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,5.0,Yok,Android,Var
585,9.472704636443673,3.9318256327243257,6.47 İnç,AMOLED,FHD+,60 Hz,5260 mAh,Var,30 W,Yok,64 MP,Yok,2160p (Ultra HD) 4K,30 fps,16 MP,8 Çekirdek,8 nm,,6 GB,128 GB,9.67 mm,204 Gram,Cam,Yok,Var,Var,Var,Var,5.0,Var,Android,Yok
588,8.006367567650246,2.1972245773362196,2.45 İnç,TFT LCD,SD,60 Hz,1230 mAh,Yok,,Yok,5 MP,Yok,480p,,,1 Çekirdek,,,768 MB,8 GB,11.4 mm,107 Gram,,Yok,Yok,Yok,Var,Var,2.1,Yok,BlackBerry OS,Yok
589,8.881558488638976,3.7612001156935624,6.68 İnç,IPS LCD,HD+,90 Hz,5500 mAh,Var,15 W,Yok,50 MP,Yok,1080p (Full HD),30 fps,5 MP,8 Çekirdek,12 nm,247.100 Puan,4 GB,128 GB,8.1 mm,198 Gram,Plastik (Metalik Görünümlü),Yok,Var,Var,Var,Var,5.0,Yok,Android,Var
590,11.16323280235812,4.356708826689592,6.3 İnç,Dynamic AMOLED,HD+,120 Hz,4400 mAh,Var,25 W,Var,50 MP,Var,4320p (Ultra HD) 8K,30 fps,10 MP,8 Çekirdek,4 nm,1.770.300 Puan,12 GB,256 GB,12.1 mm,239 Gram,Cam,Var,Var,Var,Var,Var,5.3,Var,Android,Var
591,9.597709395814938,3.871201010907891,6.67 İnç,IPS LCD,HD+,90 Hz,5000 mAh,Var,45 W,Yok,50 MP,Yok,1080p (Full HD),30 fps,8 MP,8 Çekirdek,6 nm,334.900 Puan,8 GB,256 GB,7.68 mm,186 Gram,,Yok,Var,Var,Var,Var,5.0,Var,Android,Var
592,9.02401079378469,3.8918202981106265,6.78 İnç,IPS LCD,FHD+,90 Hz,5000 mAh,Var,18 W,Yok,64 MP,Yok,1440p (Quad HD) 2K,30 fps,13 MP,8 Çekirdek,12 nm,283.300 Puan,8 GB,128 GB,7.7 mm,188 Gram,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,,Var,Android,Var
594,9.38463311728228,3.8918202981106265,6.5 İnç,Super AMOLED,FHD+,90 Hz,5000 mAh,Var,25 W,Yok,50 MP,Yok,1080p (Full HD),30 fps,13 MP,8 Çekirdek,6 nm,400.400 Puan,6 GB,128 GB,8.4 mm,200 Gram,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,5.3,Var,Android,Yok
595,9.89520333294843,4.060443010546419,6.7 İnç,AMOLED,FHD+,120 Hz,5000 mAh,Var,67 W,Yok,100 MP,Var,2160p (Ultra HD) 4K,30 fps,16 MP,8 Çekirdek,6 nm,545.400 Puan,8 GB,256 GB,8.7 mm,191 Gram,Kauçuk/Plastik (Deri Görünümlü),Var,Var,Var,Var,Var,5.2,Var,Android,Yok
597,10.545342754497131,4.007333185232471,4.7 İnç,IPS LCD,HD+,60 Hz,2018 mAh,Var,20 W,Var,12 MP,Var,2160p (Ultra HD) 4K,60 fps,7 MP,6 Çekirdek,5 nm,1.354.000 Puan,4 GB,256 GB,7.3 mm,144 Gram,Cam,Var,Var,Var,Var,Var,5.0,Var,iOS,Var
598,9.282850782994107,3.970291913552122,6.67 İnç,AMOLED,FHD+,120 Hz,5000 mAh,Var,67 W,Yok,108 MP,Yok,1080p (Full HD),30 fps,16 MP,8 Çekirdek,12 nm,,6 GB,128 GB,8.12 mm,202 Gram,Cam,Yok,Var,Var,Var,Var,5.1,Var,Android,Var
599,9.798182590890704,4.110873864173311,6.62 İnç,AMOLED,FHD+,120 Hz,5000 mAh,Var,65 W,Yok,64 MP,Yok,2160p (Ultra HD) 4K,60 fps,16 MP,8 Çekirdek,7 nm,,12 GB,256 GB,8.96 mm,199.8 Gram,Plastik (Cam Görünümlü),Var,Var,Var,Var,Var,5.2,Var,Android,Yok
