urun_id,urun_fiyat,urun_puan,ekran_ekran_boyutu,ekran_ekran_teknolojisi,ekran_ekran_çözünürlüğü_standardı,ekran_ekran_yenileme_hızı,batarya_batarya_kapasitesi_tipik,batarya_hızlı_şarj,batarya_hızlı_şarj_gücü_maks.,batarya_kablosuz_şarj,kamera_kamera_çözünürlüğü,kamera_optik_görüntü_sabitleyici_ois,kamera_video_kayıt_çözünürlüğü,kamera_video_fps_değeri,kamera_ön_kamera_çözünürlüğü,temel_donanim_cpu_çekirdeği,temel_donanim_cpu_üretim_teknolojisi,temel_donanim_antutu_puanı_v10,temel_donanim_bellek_ram,temel_donanim_dahili_depolama,tasarim_kalınlık,tasarim_ağırlık,tasarim_gövde_malzemesi_kapak,ağ_bağlantilari_5g,ağ_bağlantilari_4.5g_desteği,ağ_bağlantilari_4g,ağ_bağlantilari_2g,ağ_bağlantilari_3g,kablosuz_bağlantilar_bluetooth_versiyonu,kablosuz_bağlantilar_nfc,i̇şleti̇m_si̇stemi̇_i̇şletim_sistemi,özelli̇kler_suya_dayanıklılık
744,9.08488031828188,3.8066624897703196,6.82 İnç,IPS LCD,HD+,90 Hz,5000 mAh,Var,18 W,Yok,50 MP,Yok,1440p (Quad HD) 2K,30 fps,8 MP,8 Çekirdek,12 nm,270.500 Puan,8 GB,128 GB,8.32 mm,198 Gram,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,,Var,Android,Yok
745,8.68270762989381,3.4965075614664802,6.6 İnç,IPS LCD,HD+,60 Hz,5000 mAh,Yok,,Yok,13 MP,Yok,1080p (Full HD),30 fps,5 MP,4 Çekirdek,12 nm,,3 GB,64 GB,8.9 mm,,,Yok,Var,Var,Var,Var,5.0,Var,Android,Var
746,9.798717418124548,4.060443010546419,6.6 İnç,IPS LCD,FHD+,144 Hz,5080 mAh,Var,67 W,Yok,64 MP,Yok,2160p (Ultra HD) 4K,30 fps,16 MP,8 Çekirdek,5 nm,840.500 Puan,8 GB,128 GB,8.87 mm,200 Gram,Plastik (Cam Görünümlü),Var,Var,Var,Var,Var,5.3,Var,Android,Yok
747,9.863837267129897,3.871201010907891,6.6 İnç,PLS,FHD+,90 Hz,5000 mAh,Var,25 W,Yok,50 MP,Var,1080p (Full HD),30 fps,8 MP,8 Çekirdek,6 nm,304.900 Puan,6 GB,128 GB,8.4 mm,195 Gram,Plastik,Yok,Var,Var,Var,Var,5.0,Var,Android,Yok
751,9.429556219952412,3.7376696182833684,6.51 İnç,IPS LCD,HD+,60 Hz,5000 mAh,Var,18 W,Yok,50 MP,Yok,1080p (Full HD),30 fps,16 MP,8 Çekirdek,12 nm,,4 GB,128 GB,8.4 mm,193 Gram,Plastik,Yok,Var,Var,Var,Var,5.0,Var,Android,Var
752,9.546812608597396,3.6635616461296463,6.8 İnç,IPS LCD,HD+,60 Hz,6000 mAh,Var,18 W,Yok,13 MP,Yok,1080p (Full HD),30 fps,8 MP,8 Çekirdek,12 nm,,6 GB,128 GB,9.1 mm,212 Gram,Plastik,Yok,Var,Var,Var,Var,5.0,Yok,Android,Yok
757,9.321470213024618,3.9512437185814275,6.55 İnç,AMOLED,FHD+,90 Hz,4250 mAh,Var,33 W,Yok,64 MP,Yok,2160p (Ultra HD) 4K,30 fps,16 MP,8 Çekirdek,8 nm,,8 GB,128 GB,6.81 mm,157 Gram,Cam,Yok,Var,Var,Var,Var,5.1,Var,Android,Yok
773,10.034518007922584,4.0943445622221,6.77 İnç,AMOLED,FHD+,120 Hz,5000 mAh,Var,33 W,Yok,50 MP,Yok,2160p (Ultra HD) 4K,30 fps,16 MP,8 Çekirdek,4 nm,691.700 Puan,8 GB,256 GB,8.3 mm,199 Gram,Cam,Var,Var,Var,Var,Var,5.4,Var,Android,Var
774,10.275051108968611,4.0943445622221,6.78 İnç,AMOLED,FHD+,120 Hz,5200 mAh,Var,45 W,Yok,50 MP,Var,1440p (Quad HD) 2K,30 fps,50 MP,8 Çekirdek,6 nm,418.200 Puan,8 GB,256 GB,7.31 mm,178 Gram,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,5.4,Var,Android,Var
775,9.150155028662818,3.8501476017100584,6.7 İnç,IPS LCD,HD+,120 Hz,5160 mAh,Var,45 W,Yok,50 MP,Yok,1440p (Quad HD) 2K,30 fps,8 MP,8 Çekirdek,12 nm,249.000 Puan,4 GB,128 GB,7.7 mm,188 Gram,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,5.3,Var,Android,Var
779,9.234836867775938,3.784189633918261,6.56 İnç,IPS LCD,HD+,90 Hz,5000 mAh,Var,15 W,Yok,50 MP,Yok,1080p (Full HD),30 fps,8 MP,8 Çekirdek,12 nm,270.600 Puan,8 GB,256 GB,8.39 mm,185 Gram,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,5.0,Yok,Android,Var
781,11.167715404512027,4.343805421853684,6.2 İnç,Super AMOLED,HD+,120 Hz,4400 mAh,Var,25 W,Var,50 MP,Var,4320p (Ultra HD) 8K,30 fps,10 MP,8 Çekirdek,4 nm,1.513.900 Puan,12 GB,1 TB,13.4 mm,253 Gram,Cam,Var,Var,Var,Var,Var,5.3,Var,Android,Var
782,9.16858043772795,3.828641396489095,6.8 İnç,IPS LCD,FHD+,90 Hz,5000 mAh,Var,18 W,Yok,50 MP,Yok,1440p (Quad HD) 2K,30 fps,32 MP,8 Çekirdek,12 nm,,8 GB,128 GB,8.46 mm,208 Gram,Cam,Yok,Var,Var,Var,Var,5.0,Var,Android,Yok
783,9.947408739594056,4.02535169073515,6.67 İnç,AMOLED,FHD+,120 Hz,5000 mAh,Var,33 W,Yok,48 MP,Yok,1080p (Full HD),30 fps,13 MP,8 Çekirdek,6 nm,,8 GB,256 GB,7.98 mm,189 Gram,,Var,Var,Var,Var,Var,5.1,Var,Android,Var
784,9.119867374120759,3.8918202981106265,6.78 İnç,IPS LCD,FHD+,120 Hz,5000 mAh,Var,33 W,Yok,50 MP,Yok,1440p (Quad HD) 2K,30 fps,16 MP,8 Çekirdek,6 nm,414.200 Puan,8 GB,128 GB,8.96 mm,205 Gram,,Yok,Var,Var,Var,Var,5.2,Var,Android,Yok
785,8.96175721038829,3.6635616461296463,6.56 İnç,IPS LCD,HD+,90 Hz,5000 mAh,Yok,,Yok,50 MP,Yok,1080p (Full HD),30 fps,5 MP,8 Çekirdek,12 nm,160.700 Puan,8 GB,128 GB,8.4 mm,191 Gram,,Yok,Var,Var,Var,Var,5.0,,Android,Yok
787,9.392495248213038,3.6109179126442243,6.5 İnç,PLS,HD+,60 Hz,5000 mAh,Var,15 W,Yok,50 MP,Yok,1080p (Full HD),30 fps,5 MP,8 Çekirdek,12 nm,,4 GB,128 GB,9.1 mm,192 Gram,Plastik,Yok,Var,Var,Var,Var,5.0,Yok,Android,Yok
788,9.740968623038354,3.6888794541139363,6.5 İnç,PLS,HD+,90 Hz,5000 mAh,Var,15 W,Yok,50 MP,Yok,1080p (Full HD),30 fps,5 MP,8 Çekirdek,8 nm,,4 GB,128 GB,9.1 mm,195 Gram,Plastik,Yok,Var,Var,Var,Var,5.0,Yok,Android,Yok
790,9.007004349906923,3.6109179126442243,6.71 İnç,IPS LCD,HD+,60 Hz,5000 mAh,Var,18 W,Yok,50 MP,Yok,1080p (Full HD),30 fps,5 MP,8 Çekirdek,6 nm,317.100 Puan,4 GB,64 GB,8.29 mm,190 Gram,Plastik,Yok,Var,Var,Var,Var,5.0,Yok,Android,Yok
791,10.17545936253226,3.912023005428146,6.43 İnç,AMOLED,FHD,90 Hz,4500 mAh,Var,33 W,Yok,64 MP,Yok,1080p (Full HD),30 fps,32 MP,8 Çekirdek,6 nm,,8 GB,128 GB,7.54 mm,175 Gram,Kauçuk/Plastik (Deri Görünümlü),Yok,Var,Var,Var,Var,5.1,Var,Android,Var
792,9.32942123176105,3.8918202981106265,6.43 İnç,AMOLED,FHD+,90 Hz,5000 mAh,Var,33 W,Yok,64 MP,Yok,1080p (Full HD),30 fps,16 MP,8 Çekirdek,12 nm,,6 GB,128 GB,8.09 mm,179.5 Gram,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,5.0,,Android,Yok
793,9.392661928770137,3.7376696182833684,6.5 İnç,IPS LCD,FHD+,90 Hz,5000 mAh,Var,18 W,Yok,50 MP,Yok,1080p (Full HD),30 fps,8 MP,8 Çekirdek,12 nm,255.300 Puan,4 GB,64 GB,8.92 mm,181 Gram,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,5.1,Yok,Android,Yok
795,9.02401079378469,3.828641396489095,6.6 İnç,IPS LCD,FHD+,90 Hz,5000 mAh,Var,33 W,Yok,50 MP,Yok,1080p (Full HD),30 fps,16 MP,8 Çekirdek,6 nm,295.300 Puan,4 GB,128 GB,8.4 mm,190 Gram,,Yok,Var,Var,Var,Var,5.0,Var,Android,Yok
796,8.353419357207752,2.995732273553991,5.5 İnç,IPS LCD,HD+,60 Hz,3000 mAh,Yok,,Yok,8 MP,Yok,1080p (Full HD),30 fps,5 MP,4 Çekirdek,28 nm,,2 GB,32 GB,9.9 mm,168 Gram,Plastik,Yok,Var,Var,Var,Var,4.2,Yok,Android,Yok
799,8.922791623969637,3.7376696182833684,6.53 İnç,IPS LCD,FHD+,60 Hz,6000 mAh,Var,18 W,Yok,48 MP,Yok,1080p (Full HD),30 fps,8 MP,8 Çekirdek,11 nm,226.500 Puan,4 GB,64 GB,9.6 mm,198 Gram,Kauçuk/Plastik (Deri Görünümlü),Yok,Var,Var,Var,Var,5.0,Yok,Android,Yok
800,10.409625104445567,3.9318256327243257,6.4 İnç,Super AMOLED,FHD+,60 Hz,4500 mAh,Var,65 W,Yok,64 MP,Yok,2160p (Ultra HD) 4K,30 fps,32 MP,8 Çekirdek,8 nm,,8 GB,128 GB,8.7 mm,182 Gram,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,5.0,Yok,Android,Yok
802,10.399250298625073,3.6109179126442243,6.52 İnç,IPS LCD,HD+,60 Hz,5000 mAh,Yok,,Yok,48 MP,Yok,1080p (Full HD),30 fps,13 MP,8 Çekirdek,12 nm,,6 GB,128 GB,9.09 mm,186 Gram,,Yok,Var,Var,Var,Var,5.0,,Android,Yok
803,9.907165281393091,3.828641396489095,6.5 İnç,IPS LCD,FHD+,60 Hz,5000 mAh,Var,18 W,Yok,48 MP,Yok,2160p (Ultra HD) 4K,30 fps,16 MP,8 Çekirdek,11 nm,,4 GB,128 GB,8.9 mm,192 Gram,,Yok,Var,Var,Var,Var,5.0,Var,Android,Yok
807,8.659024295945951,3.2188758248682006,6.0 İnç,TFT LCD,HD+,60 Hz,3300 mAh,Yok,,Yok,13 MP,Yok,1080p (Full HD),30 fps,8 MP,4 Çekirdek,28 nm,,3 GB,32 GB,7.9 mm,178 Gram,Cam,Yok,Var,Var,Var,Var,4.2,Yok,Android,Yok
808,9.447229025082065,3.044522437723423,6.0 İnç,TFT LCD,HD+,60 Hz,3300 mAh,Yok,,Yok,13 MP,Yok,1080p (Full HD),30 fps,5 MP,4 Çekirdek,28 nm,,2 GB,16 GB,7.9 mm,178 Gram,Cam,Yok,Var,Var,Var,Var,4.2,Yok,Android,Yok
810,8.314097335405807,2.70805020110221,5.0 İnç,PLS,SD,60 Hz,2600 mAh,Yok,,Yok,8 MP,Yok,720p (HD),30 fps,5 MP,4 Çekirdek,28 nm,,1.5 GB,8 GB,8.9 mm,160 Gram,,Yok,Var,Var,Var,Var,4.2,Yok,Android,Yok
811,7.824046010856292,2.1972245773362196,4.5 İnç,TFT LCD,SD,60 Hz,2000 mAh,Yok,,Yok,5 MP,Yok,480p,30 fps,2 MP,4 Çekirdek,,,1 GB,4 GB,11 mm,140 Gram,,Yok,Yok,Yok,Var,Var,4.0,Yok,Android,Yok
812,10.308952660644293,4.1588830833596715,6.78 İnç,AMOLED,FHD+,120 Hz,6600 mAh,Var,66 W,Yok,108 MP,Var,2160p (Ultra HD) 4K,30 fps,16 MP,8 Çekirdek,4 nm,581.400 Puan,8 GB,512 GB,7.98 mm,189 Gram,,Var,Var,Var,Var,Var,5.1,Var,Android,Var
813,9.259611372906042,3.871201010907891,6.6 İnç,IPS LCD,HD+,90 Hz,5000 mAh,Var,18 W,Yok,50 MP,Yok,1440p (Quad HD) 2K,30 fps,32 MP,8 Çekirdek,12 nm,270.700 Puan,8 GB,256 GB,8.75 mm,,Plastik,Yok,Var,Var,Var,Var,5.2,Var,Android,Var
814,8.782537626146304,3.6109179126442243,6.6 İnç,IPS LCD,HD+,90 Hz,5000 mAh,Yok,,Yok,50 MP,Yok,1080p (Full HD),30 fps,8 MP,8 Çekirdek,12 nm,149.100 Puan,4 GB,128 GB,8.5 mm,189 Gram,Plastik,Yok,Var,Var,Var,Var,,Yok,Android,Yok
818,9.12543586488574,3.7376696182833684,6.6 İnç,IPS LCD,HD+,90 Hz,5000 mAh,Var,18 W,Yok,50 MP,Yok,1080p (Full HD),30 fps,8 MP,8 Çekirdek,12 nm,,8 GB,128 GB,8.4 mm,193 Gram,,Yok,Var,Var,Var,Var,5.0,Var,Android,Yok
819,9.578449693540579,4.02535169073515,6.78 İnç,AMOLED,FHD+,120 Hz,5000 mAh,Var,45 W,Yok,108 MP,Yok,1440p (Quad HD) 2K,30 fps,50 MP,8 Çekirdek,6 nm,428.400 Puan,8 GB,256 GB,7.9 mm,185 Gram,,Yok,Var,Var,Var,Var,,Var,Android,Var
820,10.150114400146578,4.07753744390572,6.78 İnç,OLED,FHD+,120 Hz,4500 mAh,Var,100 W,Yok,50 MP,Yok,2160p (Ultra HD) 4K,30 fps,60 MP,8 Çekirdek,6 nm,593.200 Puan,8 GB,256 GB,7.88 mm,193 Gram,,Yok,Var,Var,Var,Var,5.2,Var,Android,Yok
821,9.80615252410878,3.8918202981106265,6.6 İnç,PLS,FHD+,90 Hz,6000 mAh,Var,15 W,Yok,50 MP,Yok,1080p (Full HD),30 fps,13 MP,8 Çekirdek,5 nm,439.700 Puan,4 GB,128 GB,9.4 mm,206 Gram,Plastik,Var,Var,Var,Var,Var,5.2,Var,Android,Yok
824,9.305741456739435,3.8918202981106265,6.78 İnç,IPS LCD,FHD+,90 Hz,5000 mAh,Var,33 W,Yok,50 MP,Yok,1440p (Quad HD) 2K,30 fps,8 MP,8 Çekirdek,12 nm,263.300 Puan,8 GB,256 GB,8.4 mm,196 Gram,,Yok,Var,Var,Var,Var,,Var,Android,Yok
828,9.275194155913216,3.7376696182833684,6.55 İnç,IPS LCD,HD+,90 Hz,5000 mAh,Var,18 W,Yok,50 MP,Yok,1080p (Full HD),30 fps,8 MP,8 Çekirdek,6 nm,320.800 Puan,4 GB,64 GB,8.38 mm,192 Gram,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,5.0,Var,Android,Var
830,9.392745258631441,3.6635616461296463,6.6 İnç,PLS,FHD+,60 Hz,5000 mAh,Var,15 W,Yok,50 MP,Yok,1080p (Full HD),30 fps,8 MP,8 Çekirdek,8 nm,,4 GB,64 GB,8.4 mm,192 Gram,Plastik,Yok,Var,Var,Var,Var,5.0,Yok,Android,Yok
832,8.889643251340082,3.5263605246161616,6.6 İnç,IPS LCD,HD+,90 Hz,5000 mAh,Yok,,Yok,13 MP,Yok,1080p (Full HD),30 fps,8 MP,8 Çekirdek,12 nm,231.800 Puan,4 GB,128 GB,8.95 mm,193 Gram,Plastik,Yok,Var,Var,Var,Var,5.0,,Android,Yok
833,9.257477742462893,3.367295829986474,6.52 İnç,IPS LCD,HD+,60 Hz,5000 mAh,Yok,,Yok,13 MP,Yok,1080p (Full HD),30 fps,8 MP,8 Çekirdek,12 nm,,3 GB,32 GB,8.9 mm,202 Gram,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,5.0,Yok,Android,Yok
834,9.893437216682626,3.9889840465642745,6.57 İnç,OLED,FHD+,120 Hz,4300 mAh,Var,66 W,Yok,50 MP,Yok,2160p (Ultra HD) 4K,30 fps,32 MP,8 Çekirdek,6 nm,598.300 Puan,8 GB,128 GB,7.77 mm,175 Gram,Cam,Yok,Var,Var,Var,Var,5.2,Var,Android,Yok
835,8.987196820661973,3.6375861597263857,6.6 İnç,IPS LCD,HD+,90 Hz,5000 mAh,Yok,,Yok,48 MP,Yok,1440p (Quad HD) 2K,30 fps,8 MP,8 Çekirdek,12 nm,,4 GB,128 GB,8.8 mm,,Plastik,Yok,Var,Var,Var,Var,5.0,Yok,Android,Yok
838,10.265753537435508,3.871201010907891,6.67 İnç,IPS LCD,FHD+,60 Hz,5000 mAh,Var,18 W,Yok,64 MP,Yok,1080p (Full HD),60 fps,16 MP,8 Çekirdek,11 nm,,6 GB,256 GB,9.1 mm,199 Gram,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,5.0,Var,Android,Yok
839,8.644343769875992,3.6635616461296463,6.53 İnç,IPS LCD,FHD+,60 Hz,4500 mAh,Yok,,Yok,48 MP,Yok,1080p (Full HD),30 fps,25 MP,8 Çekirdek,12 nm,,6 GB,128 GB,8.8 mm,173 Gram,,Yok,Var,Var,Var,Var,5.0,Var,Android,Yok
842,9.219121702983522,3.912023005428146,6.67 İnç,IPS LCD,FHD+,120 Hz,5160 mAh,Var,33 W,Yok,64 MP,Yok,2160p (Ultra HD) 4K,30 fps,20 MP,8 Çekirdek,8 nm,403.800 Puan,6 GB,64 GB,9.4 mm,215 Gram,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,5.1,Var,Android,Var
844,8.81312761932306,3.4657359027997265,6.4 İnç,Super AMOLED,HD+,60 Hz,4000 mAh,Var,15 W,Yok,13 MP,Yok,1080p (Full HD),30 fps,8 MP,8 Çekirdek,14 nm,,3 GB,32 GB,7.8 mm,169 Gram,Plastik,Yok,Var,Var,Var,Var,5.0,Yok,Android,Yok
849,8.290292591224315,2.70805020110221,5.0 İnç,TFT LCD,SD,60 Hz,2600 mAh,Yok,,Yok,8 MP,Yok,1080p (Full HD),30 fps,5 MP,4 Çekirdek,28 nm,,1 GB,8 GB,8.6 mm,156 Gram,,Yok,Var,Var,Var,Var,4.0,Var,Android,Yok
851,9.252703258712023,3.9318256327243257,6.78 İnç,IPS LCD,FHD+,120 Hz,5000 mAh,Var,18 W,Yok,50 MP,Yok,1440p (Quad HD) 2K,30 fps,8 MP,8 Çekirdek,6 nm,420.200 Puan,6 GB,256 GB,7.7 mm,187 Gram,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,5.0,Var,Android,Var
852,8.987196820661973,3.713572066704308,6.56 İnç,IPS LCD,HD+,90 Hz,5000 mAh,Var,15 W,Yok,50 MP,Yok,1080p (Full HD),30 fps,8 MP,8 Çekirdek,12 nm,255.500 Puan,4 GB,128 GB,8.39 mm,185 Gram,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,5.0,Yok,Android,Var
856,8.987196820661973,3.6375861597263857,6.74 İnç,IPS LCD,HD+,90 Hz,5000 mAh,Yok,,Yok,13 MP,Yok,1080p (Full HD),30 fps,5 MP,8 Çekirdek,12 nm,250.200 Puan,4 GB,128 GB,7.99 mm,186 Gram,,Yok,Var,Var,Var,Var,5.0,Yok,Android,Var
858,9.15915233520675,3.8066624897703196,6.8 İnç,IPS LCD,FHD+,60 Hz,5000 mAh,Var,18 W,Yok,64 MP,Yok,1440p (Quad HD) 2K,30 fps,16 MP,8 Çekirdek,12 nm,,6 GB,128 GB,8.3 mm,198 Gram,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,5.0,Var,Android,Yok
860,8.895492631451633,3.58351893845611,6.51 İnç,IPS LCD,HD+,60 Hz,5000 mAh,Yok,,Yok,13 MP,Yok,1080p (Full HD),30 fps,5 MP,8 Çekirdek,12 nm,,4 GB,128 GB,8.19 mm,183 Gram,Plastik,Yok,Var,Var,Var,Var,5.0,Yok,Android,Yok
861,9.296518068217235,3.4965075614664802,6.5 İnç,PLS,HD+,60 Hz,5000 mAh,Yok,,Yok,13 MP,Yok,1080p (Full HD),30 fps,5 MP,8 Çekirdek,12 nm,,4 GB,128 GB,9.1 mm,188 Gram,Plastik,Yok,Var,Var,Var,Var,5.0,Yok,Android,Yok
863,9.510519035757246,3.8501476017100584,6.59 İnç,IPS LCD,FHD+,90 Hz,5000 mAh,Var,33 W,Yok,50 MP,Yok,1080p (Full HD),30 fps,16 MP,8 Çekirdek,6 nm,308.000 Puan,6 GB,128 GB,8.4 mm,191 Gram,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,5.0,Var,Android,Var
865,8.728910106674817,3.6888794541139363,6.53 İnç,IPS LCD,HD+,60 Hz,5000 mAh,Var,18 W,Yok,50 MP,Yok,1080p (Full HD),30 fps,16 MP,8 Çekirdek,12 nm,249.900 Puan,4 GB,128 GB,8.9 mm,197 Gram,Plastik,Yok,Var,Var,Var,Var,5.0,Yok,Android,Var
867,9.464905067965136,3.6109179126442243,6.71 İnç,IPS LCD,HD+,60 Hz,6000 mAh,Var,18 W,Yok,13 MP,Yok,1080p (Full HD),30 fps,5 MP,8 Çekirdek,11 nm,,4 GB,64 GB,9.18 mm,204 Gram,Plastik,Yok,Var,Var,Var,Var,5.0,Yok,Android,Var
868,9.208839245849916,3.8918202981106265,6.43 İnç,AMOLED,FHD+,90 Hz,5000 mAh,Var,33 W,Yok,50 MP,Yok,1080p (Full HD),30 fps,13 MP,8 Çekirdek,6 nm,312.400 Puan,4 GB,128 GB,8.09 mm,179 Gram,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,5.0,Yok,Android,Var
870,8.955577146281511,3.4657359027997265,6.5 İnç,IPS LCD,HD+,60 Hz,5000 mAh,Yok,,Yok,13 MP,Yok,1080p (Full HD),30 fps,5 MP,8 Çekirdek,12 nm,248.000 Puan,4 GB,64 GB,9.1 mm,200 Gram,Plastik,Yok,Var,Var,Var,Var,5.0,,Android,Yok
871,8.85366542803745,3.4339872044851463,6.51 İnç,IPS LCD,HD+,60 Hz,5000 mAh,Yok,,Yok,13 MP,Yok,1080p (Full HD),30 fps,8 MP,8 Çekirdek,12 nm,,3 GB,32 GB,8.28 mm,179 Gram,Plastik,Yok,Var,Var,Var,Var,5.0,Yok,Android,Yok
875,10.186481779188624,4.127134385045092,6.7 İnç,Super AMOLED,FHD+,90 Hz,5000 mAh,Var,25 W,Yok,64 MP,Var,2160p (Ultra HD) 4K,30 fps,32 MP,8 Çekirdek,8 nm,,8 GB,256 GB,8.4 mm,203 Gram,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,5.0,Var,Android,Var
876,9.305650551780507,3.58351893845611,6.8 İnç,IPS LCD,HD+,60 Hz,5000 mAh,Var,18 W,Yok,16 MP,Yok,1440p (Quad HD) 2K,30 fps,8 MP,8 Çekirdek,12 nm,,4 GB,128 GB,9.2 mm,,,Yok,Var,Var,Var,Var,,Yok,Android,Yok
878,9.798127036878302,3.6635616461296463,6.55 İnç,IPS LCD,HD+,60 Hz,4000 mAh,Var,10 W,Yok,48 MP,Yok,1080p (Full HD),30 fps,13 MP,8 Çekirdek,12 nm,,4 GB,128 GB,8.2 mm,179 Gram,,Yok,Var,Var,Var,Var,4.2,Var,Android,Yok
880,10.384212873475592,3.8066624897703196,6.47 İnç,AMOLED,FHD+,60 Hz,4500 mAh,Var,18 W,Yok,48 MP,Yok,2160p (Ultra HD) 4K,30 fps,16 MP,8 Çekirdek,11 nm,,6 GB,64 GB,8.95 mm,172 Gram,Plastik (Metalik Görünümlü),Yok,Var,Var,Var,Var,5.0,Var,Android,Yok
882,9.903487552536127,3.4965075614664802,6.39 İnç,IPS LCD,HD+,60 Hz,4000 mAh,Yok,,Yok,48 MP,Yok,1080p (Full HD),60 fps,8 MP,8 Çekirdek,12 nm,251.300 Puan,4 GB,64 GB,8.13 mm,176 Gram,,Yok,Var,Var,Var,Var,5.0,Yok,Android,Yok
883,10.028212217019558,3.6375861597263857,6.52 İnç,IPS LCD,HD+,60 Hz,4000 mAh,Var,15 W,Yok,48 MP,Yok,1080p (Full HD),30 fps,8 MP,8 Çekirdek,12 nm,,4 GB,128 GB,8.39 mm,166 Gram,,Yok,Var,Var,Var,Var,5.0,Var,Android,Yok
892,9.036106025364846,3.7612001156935624,6.74 İnç,IPS LCD,HD+,90 Hz,5000 mAh,Var,45 W,Yok,50 MP,Yok,1080p (Full HD),30 fps,8 MP,8 Çekirdek,12 nm,249.900 Puan,6 GB,128 GB,7.74 mm,191 Gram,Kauçuk/Plastik (Deri Görünümlü) | Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,5.0,Yok,Android,Var
896,9.761917075748054,3.912023005428146,6.67 İnç,OLED,FHD+,90 Hz,4500 mAh,Var,66 W,Yok,108 MP,Yok,1080p (Full HD),30 fps,32 MP,8 Çekirdek,6 nm,207.700 Puan,8 GB,256 GB,7.39 mm,186 Gram,,Yok,Var,Var,Var,Var,5.0,Var,Android,Yok
897,8.981052985901483,3.6888794541139363,6.6 İnç,IPS LCD,HD+,90 Hz,5000 mAh,Var,18 W,Yok,50 MP,Yok,1080p (Full HD),30 fps,8 MP,8 Çekirdek,12 nm,154.400 Puan,4 GB,128 GB,8.75 mm,189 Gram,,Yok,Var,Var,Var,Var,5.0,,Android,Yok
902,9.047240097059312,3.6375861597263857,6.56 İnç,IPS LCD,HD+,90 Hz,5000 mAh,Var,18 W,Yok,13 MP,Yok,1080p (Full HD),30 fps,8 MP,8 Çekirdek,12 nm,,4 GB,128 GB,8.4 mm,191 Gram,,Yok,Var,Var,Var,Var,,Yok,Android,Yok
906,9.841558955913962,3.784189633918261,6.7 İnç,IPS LCD,FHD+,90 Hz,5000 mAh,Var,40 W,Yok,50 MP,Yok,1080p (Full HD),30 fps,8 MP,8 Çekirdek,6 nm,,6 GB,128 GB,8.4 mm,195 Gram,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,5.0,Var,Android,Yok
909,8.729324328065891,3.58351893845611,6.82 İnç,IPS LCD,HD+,60 Hz,6000 mAh,Yok,,Yok,13 MP,Yok,1080p (Full HD),30 fps,8 MP,8 Çekirdek,12 nm,,4 GB,128 GB,8.9 mm,215.6 Gram,Plastik,Yok,Var,Var,Var,Var,5.0,Yok,Android,Yok
911,8.753979258971599,3.6109179126442243,6.52 İnç,IPS LCD,HD+,60 Hz,5000 mAh,Var,15 W,Yok,50 MP,Yok,1080p (Full HD),30 fps,8 MP,8 Çekirdek,12 nm,,4 GB,64 GB,8.9 mm,190 Gram,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,5.0,Var,Android,Yok
913,8.987196820661973,3.4339872044851463,6.39 İnç,IPS LCD,HD+,60 Hz,4000 mAh,Yok,,Yok,21 MP,Yok,1080p (Full HD),30 fps,8 MP,8 Çekirdek,12 nm,,4 GB,64 GB,9 mm,192 Gram,,Yok,Var,Var,Var,Var,4.2,Yok,Android,Yok
916,10.308952660644293,3.784189633918261,6.67 İnç,IPS LCD,FHD+,60 Hz,4300 mAh,Var,66 W,Yok,64 MP,Yok,1080p (Full HD),30 fps,16 MP,8 Çekirdek,11 nm,,6 GB,128 GB,8.58 mm,190 Gram,Polimer (Cam Görünümlü),Yok,Var,Var,Var,Var,5.0,Var,Android,Yok
917,9.210340371976184,3.4339872044851463,6.52 İnç,IPS LCD,HD+,60 Hz,5000 mAh,Yok,,Yok,13 MP,Yok,1080p (Full HD),30 fps,8 MP,8 Çekirdek,12 nm,,4 GB,64 GB,9.1 mm,,,Yok,Var,Var,Var,Var,4.2,Yok,Android,Yok
