Segment,Mutlak_Hata,Yuzde_Hata,Adet
0-10K,539.7305633294089,8.178430313962888,146
100K+,3455.301709558836,2.863754854889505,17
10K-25K,861.0000361499453,5.353781628444642,228
25K-50K,2076.621287626381,6.116070214017659,136
50K-100K,2901.9792299107185,4.051179987203476,84
