urun_fiyat,ekran_ekran_boyutu,ekran_ekran_teknolojisi,ekran_ekran_çözünürlüğü_standardı,ekran_ekran_yenileme_hızı,batarya_batarya_kapasitesi_tipik,batarya_hızlı_şarj,batarya_hızlı_şarj_gücü_maks.,batarya_kablosuz_şarj,kamera_kamera_çözünürlüğü,kamera_optik_görüntü_sabitleyici_ois,kamera_video_kayıt_çözünürlüğü,kamera_video_fps_değeri,kamera_ön_kamera_çözünürlüğü,temel_donanim_cpu_çekirdeği,temel_donanim_cpu_üretim_teknolojisi,temel_donanim_antutu_puanı_v10,temel_donanim_bellek_ram,temel_donanim_dahili_depolama,tasarim_kalınlık,tasarim_ağırlık,tasarim_gövde_malzemesi_kapak,ağ_bağlantilari_5g,kablosuz_bağlantilar_bluetooth_versiyonu,kablosuz_bağlantilar_nfc,i̇şleti̇m_si̇stemi̇_i̇şletim_sistemi,özelli̇kler_suya_dayanıklılık
11.326595886778735,63.0,OLED,FHD+,120.0,3582.0,1.0,25.0,1,48.0,1.0,2160p (Ultra HD) 4K,60.0,12.0,6.0,3.0,1853700.0,8.0,256.0,825.0,199.0,Cam,1,5.3,1.0,iOS,1.0
10.766820447545506,683.0,AMOLED,FHD+,144.0,5500.0,1.0,90.0,1,50.0,1.0,4320p (Ultra HD) 8K,30.0,32.0,8.0,3.0,2393700.0,12.0,1.0,796.0,210.0,Fiberglass,1,6.0,1.0,Android,1.0
9.5643970913544,667.0,AMOLED,FHD+,120.0,5000.0,1.0,67.0,0,200.0,1.0,1080p (Full HD),60.0,16.0,8.0,6.0,430200.0,8.0,256.0,798.0,188.0,Cam,0,5.2,1.0,Android,1.0
11.35739383206604,69.0,Dynamic AMOLED,QHD+,120.0,5000.0,1.0,45.0,1,200.0,1.0,4320p (Ultra HD) 8K,30.0,12.0,8.0,3.0,2551600.0,12.0,1.0,82.0,218.0,Cam,1,5.4,1.0,Android,1.0
10.793452789392733,667.0,AMOLED,QHD+,120.0,5300.0,1.0,120.0,1,50.0,1.0,4320p (Ultra HD) 8K,24.0,32.0,8.0,3.0,2634300.0,16.0,512.0,839.0,212.0,Cam,1,6.0,1.0,Android,1.0
11.156237806664954,685.0,AMOLED,FHD+,144.0,7500.0,1.0,80.0,1,50.0,1.0,4320p (Ultra HD) 8K,30.0,16.0,8.0,3.0,3229800.0,16.0,512.0,89.0,230.0,Cam,1,5.4,1.0,Android,1.0
10.596634733096073,61.0,Dynamic AMOLED,FHD+,120.0,3700.0,1.0,25.0,1,50.0,1.0,4320p (Ultra HD) 8K,24.0,10.0,8.0,4.0,1206700.0,8.0,128.0,76.0,168.0,Cam,1,5.2,1.0,Android,1.0
7.24422751560335,40.0,Super AMOLED,SD,60.0,1500.0,0.0,,0,5.0,0.0,720p (HD),30.0,3.0,2.0,45.0,,1.0,8.0,99.0,120.0,,0,4.0,0.0,Android,0.0
11.41765828424143,65.0,Dynamic AMOLED,FHD+,120.0,4400.0,1.0,25.0,1,200.0,1.0,4320p (Ultra HD) 8K,30.0,10.0,8.0,3.0,1995100.0,12.0,256.0,89.0,215.0,Cam,1,5.4,1.0,Android,1.0
10.896739325546411,683.0,AMOLED,FHD+,165.0,7400.0,1.0,80.0,0,50.0,1.0,2160p (Ultra HD) 4K,60.0,32.0,8.0,3.0,,12.0,512.0,83.0,215.0,,1,6.0,1.0,Android,1.0
9.400633405292153,667.0,AMOLED,FHD+,120.0,5500.0,1.0,33.0,0,108.0,0.0,1080p (Full HD),60.0,20.0,8.0,6.0,443500.0,8.0,128.0,816.0,1965.0,Plastik (Cam Görünümlü),0,5.3,1.0,Android,1.0
10.257565677657576,667.0,AMOLED,FHD+,144.0,5000.0,1.0,67.0,0,50.0,1.0,2160p (Ultra HD) 4K,60.0,32.0,8.0,4.0,1359000.0,12.0,256.0,78.0,195.0,Plastik (Cam Görünümlü),1,5.4,1.0,Android,1.0
10.307312983775264,667.0,AMOLED,FHD+,144.0,5000.0,1.0,120.0,0,50.0,1.0,4320p (Ultra HD) 8K,24.0,20.0,8.0,4.0,1527500.0,12.0,512.0,862.0,206.0,Cam | Kauçuk/Plastik (Deri Görünümlü),1,5.4,1.0,Android,1.0
9.975854724662028,67.0,AMOLED,FHD+,120.0,5000.0,1.0,67.0,0,100.0,1.0,2160p (Ultra HD) 4K,30.0,16.0,8.0,6.0,545400.0,8.0,256.0,87.0,191.0,Kauçuk/Plastik (Deri Görünümlü),1,5.2,1.0,Android,0.0
10.239959789157341,679.0,AMOLED,FHD+,120.0,7500.0,1.0,66.0,0,108.0,1.0,2160p (Ultra HD) 4K,30.0,16.0,8.0,4.0,754200.0,8.0,512.0,776.0,189.0,Plastik (Cam Görünümlü),1,5.2,1.0,Android,1.0
9.566545205430295,677.0,AMOLED,FHD+,120.0,6500.0,1.0,90.0,0,50.0,0.0,1080p (Full HD),30.0,32.0,8.0,6.0,,8.0,256.0,759.0,194.0,,0,5.0,1.0,Android,1.0
9.082507000466299,672.0,IPS LCD,FHD+,90.0,5000.0,1.0,33.0,0,108.0,0.0,1080p (Full HD),30.0,8.0,8.0,6.0,314800.0,8.0,256.0,759.0,185.0,Plastik (Cam Görünümlü),0,5.0,1.0,Android,1.0
9.391035607025554,675.0,IPS LCD,HD+,120.0,6000.0,1.0,18.0,0,50.0,0.0,1440p (Quad HD) 2K,30.0,5.0,8.0,6.0,,8.0,256.0,814.0,199.0,,1,5.4,1.0,Android,1.0
11.382816779623209,63.0,OLED,FHD+,120.0,3692.0,1.0,40.0,1,48.0,1.0,2160p (Ultra HD) 4K,60.0,18.0,6.0,3.0,2542200.0,8.0,512.0,795.0,177.0,Cam,1,6.0,1.0,iOS,1.0
10.929977076708358,68.0,OLED,FHD+,120.0,5170.0,1.0,100.0,1,50.0,1.0,2160p (Ultra HD) 4K,60.0,13.0,8.0,7.0,1105100.0,12.0,512.0,83.0,219.0,Cam,0,5.2,1.0,Android,1.0
9.966206920016589,667.0,AMOLED,FHD+,120.0,5100.0,1.0,67.0,0,200.0,1.0,2160p (Ultra HD) 4K,30.0,16.0,8.0,4.0,601700.0,12.0,512.0,798.0,187.0,Cam,1,5.2,1.0,Android,1.0
10.114599007626499,61.0,IPS LCD,HD+,60.0,3110.0,1.0,20.0,1,12.0,1.0,2160p (Ultra HD) 4K,60.0,12.0,6.0,7.0,950700.0,4.0,64.0,83.0,194.0,Cam,0,5.0,1.0,iOS,1.0
11.119156687322887,67.0,OLED,FHD+,60.0,4383.0,1.0,20.0,1,48.0,1.0,2160p (Ultra HD) 4K,60.0,12.0,6.0,4.0,1417400.0,6.0,128.0,78.0,201.0,Cam,1,5.3,1.0,iOS,1.0
11.289781913656018,61.0,OLED,FHD+,120.0,3095.0,1.0,20.0,1,12.0,1.0,2160p (Ultra HD) 4K,60.0,12.0,6.0,5.0,1484600.0,6.0,128.0,765.0,204.0,Cam,1,5.0,1.0,iOS,1.0
11.356271654924852,68.0,OLED,FHD+,120.0,5170.0,1.0,100.0,1,50.0,1.0,2160p (Ultra HD) 4K,60.0,13.0,8.0,7.0,1160300.0,16.0,512.0,83.0,2335.0,Cam,0,5.2,1.0,Android,1.0
10.601679238158788,67.0,Dynamic AMOLED,FHD+,120.0,4000.0,1.0,25.0,1,50.0,1.0,2160p (Ultra HD) 4K,60.0,10.0,8.0,4.0,1511600.0,12.0,256.0,69.0,187.0,Cam,1,5.3,1.0,Android,1.0
9.648595302907339,67.0,AMOLED,FHD+,120.0,5000.0,1.0,67.0,0,50.0,1.0,2160p (Ultra HD) 4K,30.0,16.0,8.0,4.0,615500.0,8.0,256.0,875.0,190.0,,1,5.2,1.0,Android,1.0
10.416311178964792,657.0,AMOLED,FHD+,120.0,7000.0,1.0,80.0,0,50.0,1.0,2160p (Ultra HD) 4K,30.0,50.0,8.0,4.0,,12.0,256.0,827.0,202.0,,1,5.1,1.0,Android,1.0
10.170916278633152,657.0,AMOLED,FHD+,120.0,6000.0,1.0,45.0,0,50.0,1.0,2160p (Ultra HD) 4K,30.0,32.0,8.0,4.0,677736.0,12.0,256.0,778.0,180.0,,1,5.1,1.0,Android,1.0
10.043292972227004,66.0,Super AMOLED,FHD+,120.0,5000.0,1.0,25.0,0,50.0,1.0,2160p (Ultra HD) 4K,30.0,32.0,8.0,4.0,740800.0,8.0,128.0,82.0,213.0,Cam,1,5.3,1.0,Android,1.0
9.847712123108694,64.0,Super AMOLED,FHD+,120.0,5000.0,1.0,25.0,0,50.0,1.0,2160p (Ultra HD) 4K,30.0,32.0,8.0,5.0,623500.0,8.0,128.0,82.0,202.0,Cam,1,5.3,1.0,Android,1.0
10.239959789157341,655.0,AMOLED,FHD+,120.0,6000.0,1.0,80.0,0,200.0,1.0,2160p (Ultra HD) 4K,30.0,50.0,8.0,4.0,848100.0,12.0,512.0,73.0,184.0,,1,5.4,1.0,Android,1.0
11.22390916950531,67.0,OLED,FHD+,60.0,4674.0,1.0,30.0,1,48.0,1.0,2160p (Ultra HD) 4K,60.0,12.0,6.0,3.0,1572700.0,8.0,256.0,78.0,199.0,Cam,1,5.3,1.0,iOS,1.0
10.668955394675699,659.0,AMOLED,FHD+,120.0,6210.0,1.0,100.0,0,50.0,1.0,4320p (Ultra HD) 8K,30.0,20.0,8.0,3.0,,12.0,512.0,8.0,199.0,,1,5.4,1.0,Android,1.0
10.97678254604033,69.0,Dynamic AMOLED,FHD+,120.0,4300.0,1.0,25.0,1,50.0,1.0,2160p (Ultra HD) 4K,60.0,10.0,10.0,3.0,1943900.0,12.0,256.0,65.0,188.0,Cam,1,5.4,1.0,Android,1.0
9.457200449907708,67.0,Super AMOLED,FHD+,90.0,5000.0,1.0,25.0,0,50.0,0.0,1080p (Full HD),30.0,13.0,8.0,5.0,435900.0,8.0,256.0,79.0,200.0,Plastik (Cam Görünümlü),1,5.3,1.0,Android,1.0
9.748849837459789,66.0,Super AMOLED,FHD+,120.0,5000.0,1.0,25.0,0,50.0,1.0,2160p (Ultra HD) 4K,30.0,13.0,8.0,5.0,612100.0,8.0,128.0,82.0,209.0,Cam,1,5.3,1.0,Android,1.0
11.104494713686279,673.0,AMOLED,QHD+,120.0,5000.0,1.0,90.0,1,50.0,1.0,4320p (Ultra HD) 8K,30.0,32.0,8.0,4.0,2114700.0,16.0,512.0,92.0,2198.0,Cam | Kauçuk/Plastik (Deri Görünümlü),1,5.4,1.0,Android,1.0
10.550591841714537,69.0,Dynamic AMOLED,QHD+,120.0,4500.0,1.0,25.0,1,108.0,1.0,4320p (Ultra HD) 8K,24.0,10.0,8.0,7.0,,8.0,256.0,81.0,208.0,Cam,0,5.0,1.0,Android,1.0
10.714417768752456,61.0,Dynamic AMOLED,FHD+,120.0,3900.0,1.0,25.0,1,50.0,1.0,4320p (Ultra HD) 8K,30.0,12.0,8.0,4.0,1524200.0,8.0,128.0,76.0,168.0,Cam,1,5.3,1.0,Android,1.0
9.20804273442746,67.0,AMOLED,FHD+,120.0,5000.0,1.0,33.0,0,50.0,0.0,1440p (Quad HD) 2K,30.0,16.0,8.0,6.0,415200.0,8.0,256.0,796.0,188.0,Cam,0,5.2,1.0,Android,0.0
10.10608384738666,667.0,AMOLED,FHD+,144.0,5000.0,1.0,67.0,0,50.0,1.0,2160p (Ultra HD) 4K,30.0,20.0,8.0,4.0,934100.0,12.0,256.0,862.0,197.0,Cam | Kauçuk/Plastik (Deri Görünümlü),1,5.4,1.0,Android,1.0
11.440365524765756,65.0,Dynamic AMOLED,FHD+,120.0,4400.0,1.0,25.0,1,200.0,1.0,4320p (Ultra HD) 8K,30.0,10.0,8.0,3.0,1995100.0,12.0,512.0,89.0,215.0,Cam,1,5.4,1.0,Android,1.0
9.159047077588632,672.0,IPS LCD,FHD+,90.0,5828.0,1.0,45.0,0,50.0,0.0,1080p (Full HD),30.0,8.0,8.0,12.0,279100.0,8.0,128.0,799.0,196.0,Plastik (Cam Görünümlü),0,5.0,1.0,Android,1.0
8.810704242316461,63.0,IPS LCD,FHD+,60.0,4000.0,1.0,18.0,0,48.0,0.0,2160p (Ultra HD) 4K,30.0,13.0,8.0,11.0,250300.0,4.0,64.0,835.0,190.0,Cam,0,4.2,0.0,Android,1.0
10.921396707163876,67.0,Dynamic AMOLED,QHD+,120.0,3900.0,1.0,25.0,1,200.0,1.0,4320p (Ultra HD) 8K,30.0,12.0,8.0,3.0,2161200.0,12.0,512.0,58.0,163.0,Cam,1,5.4,1.0,Android,1.0
10.431273532876919,61.0,Dynamic AMOLED,FHD+,120.0,3900.0,1.0,25.0,1,50.0,1.0,4320p (Ultra HD) 8K,30.0,12.0,8.0,4.0,1591500.0,8.0,256.0,76.0,168.0,Cam,1,5.3,1.0,Android,1.0
10.077020603297003,678.0,AMOLED,FHD+,144.0,5200.0,1.0,45.0,0,50.0,1.0,2160p (Ultra HD) 4K,30.0,50.0,8.0,4.0,733500.0,12.0,256.0,729.0,178.0,,1,5.4,1.0,Android,1.0
10.594156665220533,67.0,Dynamic AMOLED,FHD+,120.0,4900.0,1.0,45.0,1,50.0,1.0,4320p (Ultra HD) 8K,30.0,12.0,10.0,4.0,1810600.0,8.0,512.0,74.0,190.0,Cam,1,5.4,1.0,Android,1.0
9.457200449907708,678.0,AMOLED,FHD+,144.0,5200.0,1.0,45.0,0,50.0,0.0,1440p (Quad HD) 2K,30.0,13.0,8.0,6.0,446000.0,8.0,256.0,669.0,170.0,Plastik (Cam Görünümlü),0,5.4,1.0,Android,1.0
9.791440285861468,667.0,AMOLED,FHD+,120.0,5000.0,1.0,67.0,0,64.0,1.0,2160p (Ultra HD) 4K,30.0,16.0,8.0,4.0,1134500.0,12.0,256.0,79.0,181.0,Plastik (Cam Görünümlü),1,5.3,1.0,Android,1.0
10.036633745980971,667.0,AMOLED,FHD+,120.0,5000.0,1.0,90.0,0,50.0,1.0,2160p (Ultra HD) 4K,60.0,20.0,8.0,4.0,1510100.0,12.0,512.0,78.0,179.0,Plastik (Cam Görünümlü),1,5.4,1.0,Android,1.0
9.791440285861468,667.0,AMOLED,FHD+,120.0,5000.0,1.0,67.0,0,64.0,1.0,2160p (Ultra HD) 4K,30.0,16.0,8.0,4.0,1134500.0,12.0,256.0,79.0,181.0,Plastik (Cam Görünümlü),1,5.3,1.0,Android,1.0
10.036633745980971,667.0,AMOLED,FHD+,120.0,5000.0,1.0,90.0,0,50.0,1.0,2160p (Ultra HD) 4K,60.0,20.0,8.0,4.0,1510100.0,12.0,512.0,78.0,179.0,Plastik (Cam Görünümlü),1,5.4,1.0,Android,1.0
10.286430258110272,64.0,Dynamic AMOLED,FHD+,120.0,4500.0,1.0,25.0,1,50.0,1.0,4320p (Ultra HD) 8K,24.0,10.0,8.0,4.0,1257500.0,8.0,128.0,82.0,209.0,Cam,1,5.3,1.0,Android,1.0
9.415095894977114,69.0,IPS LCD,HD+,120.0,6000.0,1.0,33.0,0,50.0,0.0,1080p (Full HD),30.0,8.0,8.0,6.0,419900.0,8.0,256.0,82.0,211.0,Plastik (Cam Görünümlü),1,5.4,1.0,Android,1.0
10.593749324305026,667.0,AMOLED,FHD+,144.0,5000.0,1.0,120.0,1,50.0,1.0,4320p (Ultra HD) 8K,30.0,32.0,8.0,4.0,2017000.0,12.0,256.0,839.0,209.0,Cam,1,5.4,1.0,Android,1.0
11.097410021008562,685.0,AMOLED,FHD+,144.0,7200.0,1.0,80.0,1,50.0,1.0,4320p (Ultra HD) 8K,30.0,16.0,8.0,3.0,2941800.0,16.0,1.0,86.0,227.0,Cam,1,6.0,1.0,Android,1.0
11.991117043779226,69.0,OLED,FHD+,120.0,4832.0,1.0,40.0,1,48.0,1.0,2160p (Ultra HD) 4K,60.0,18.0,6.0,3.0,2697900.0,12.0,2.0,875.0,231.0,Cam,1,6.0,1.0,iOS,1.0
9.266830340233932,667.0,IPS LCD,HD+,120.0,5200.0,1.0,45.0,0,50.0,0.0,,,8.0,8.0,12.0,,8.0,256.0,767.0,188.0,,0,5.4,1.0,Android,1.0
9.598998361767967,678.0,AMOLED,FHD+,120.0,5200.0,1.0,45.0,0,50.0,1.0,1440p (Quad HD) 2K,30.0,32.0,8.0,6.0,432400.0,8.0,256.0,734.0,177.0,,0,5.4,1.0,Android,1.0
10.373491181781864,673.0,AMOLED,QHD+,120.0,4820.0,1.0,120.0,1,50.0,1.0,4320p (Ultra HD) 8K,24.0,32.0,8.0,4.0,1559800.0,12.0,256.0,838.0,229.0,,1,5.3,1.0,Android,1.0
9.126958763037132,69.0,IPS LCD,HD+,120.0,6000.0,1.0,33.0,0,50.0,0.0,1080p (Full HD),30.0,8.0,8.0,12.0,264000.0,6.0,128.0,799.0,205.0,,0,5.4,1.0,Android,1.0
10.439980923050696,677.0,AMOLED,FHD+,120.0,6500.0,1.0,90.0,0,50.0,1.0,2160p (Ultra HD) 4K,30.0,50.0,8.0,4.0,,12.0,256.0,775.0,200.0,Cam | Plastik (Cam Görünümlü),1,5.4,1.0,Android,1.0
8.824677891164198,674.0,IPS LCD,HD+,90.0,5500.0,1.0,15.0,0,13.0,0.0,1080p (Full HD),30.0,5.0,8.0,12.0,248100.0,4.0,128.0,819.0,199.0,Plastik (Cam Görünümlü),0,5.4,0.0,Android,1.0
10.358250632365579,67.0,Dynamic AMOLED,FHD+,120.0,4700.0,1.0,25.0,1,50.0,1.0,4320p (Ultra HD) 8K,30.0,10.0,10.0,4.0,1788500.0,8.0,128.0,8.0,213.0,Cam,1,5.3,1.0,Android,1.0
9.464300187022932,667.0,Super AMOLED,FHD+,120.0,5000.0,1.0,33.0,0,50.0,0.0,2160p (Ultra HD) 4K,30.0,16.0,8.0,4.0,646600.0,8.0,128.0,9.0,197.0,Plastik,1,5.3,0.0,Android,1.0
10.26291011830247,67.0,Super AMOLED,FHD+,120.0,5000.0,1.0,25.0,0,108.0,1.0,2160p (Ultra HD) 4K,30.0,32.0,8.0,6.0,,8.0,128.0,76.0,181.0,,1,5.0,1.0,Android,1.0
10.268025799514616,683.0,AMOLED,FHD+,120.0,6500.0,1.0,100.0,0,50.0,1.0,2160p (Ultra HD) 4K,30.0,32.0,8.0,4.0,837700.0,12.0,512.0,831.0,2059.0,,1,5.4,1.0,Android,1.0
10.126631103850338,677.0,AMOLED,FHD+,120.0,5000.0,1.0,50.0,0,50.0,1.0,2160p (Ultra HD) 4K,30.0,32.0,8.0,4.0,770100.0,12.0,256.0,835.0,201.0,Cam,1,5.4,1.0,Android,1.0
11.501553650287464,67.0,OLED,FHD+,120.0,4323.0,1.0,20.0,1,48.0,1.0,2160p (Ultra HD) 4K,60.0,12.0,6.0,4.0,1761400.0,6.0,256.0,785.0,240.0,Cam,1,5.3,1.0,iOS,1.0
9.69482304709609,66.0,Super AMOLED,FHD+,120.0,5000.0,1.0,25.0,0,48.0,1.0,2160p (Ultra HD) 4K,30.0,13.0,8.0,6.0,560100.0,8.0,256.0,82.0,199.0,Plastik (Cam Görünümlü),1,5.3,1.0,Android,1.0
9.277999020449997,667.0,IPS LCD,HD+,90.0,6000.0,1.0,45.0,0,50.0,0.0,1080p (Full HD),30.0,5.0,8.0,11.0,,8.0,256.0,799.0,193.0,,0,5.0,1.0,Android,1.0
9.60245002503719,678.0,AMOLED,FHD+,144.0,5000.0,1.0,68.0,0,108.0,1.0,2160p (Ultra HD) 4K,60.0,50.0,8.0,6.0,774700.0,8.0,256.0,79.0,185.0,Cam,1,,1.0,Android,1.0
10.126631103850338,677.0,AMOLED,FHD+,120.0,6500.0,1.0,90.0,0,50.0,0.0,2160p (Ultra HD) 4K,30.0,32.0,8.0,4.0,,12.0,256.0,769.0,194.0,,1,5.4,1.0,Android,1.0
10.18572834805452,65.0,Super AMOLED,FHD+,120.0,4500.0,1.0,25.0,1,12.0,1.0,2160p (Ultra HD) 4K,60.0,32.0,8.0,7.0,802900.0,6.0,128.0,84.0,190.0,Polimer (Cam Görünümlü),0,5.0,1.0,Android,1.0
11.84939770159144,69.0,OLED,FHD+,120.0,4832.0,1.0,40.0,1,48.0,1.0,2160p (Ultra HD) 4K,60.0,18.0,6.0,3.0,2697900.0,12.0,1.0,875.0,231.0,Cam,1,6.0,1.0,iOS,1.0
10.499220340989032,683.0,AMOLED,FHD+,120.0,6500.0,1.0,90.0,0,50.0,1.0,2160p (Ultra HD) 4K,60.0,20.0,8.0,4.0,2024800.0,12.0,256.0,82.0,2157.0,Cam,1,6.0,1.0,Android,1.0
9.415095894977114,69.0,IPS LCD,HD+,120.0,6000.0,1.0,33.0,0,50.0,0.0,1080p (Full HD),30.0,8.0,8.0,6.0,419900.0,8.0,256.0,82.0,211.0,Plastik (Cam Görünümlü),1,5.4,1.0,Android,1.0
10.593749324305026,667.0,AMOLED,FHD+,144.0,5000.0,1.0,120.0,1,50.0,1.0,4320p (Ultra HD) 8K,30.0,32.0,8.0,4.0,2017000.0,12.0,256.0,839.0,209.0,Cam,1,5.4,1.0,Android,1.0
11.097410021008562,685.0,AMOLED,FHD+,144.0,7200.0,1.0,80.0,1,50.0,1.0,4320p (Ultra HD) 8K,30.0,16.0,8.0,3.0,2941800.0,16.0,1.0,86.0,227.0,Cam,1,6.0,1.0,Android,1.0
11.991117043779226,69.0,OLED,FHD+,120.0,4832.0,1.0,40.0,1,48.0,1.0,2160p (Ultra HD) 4K,60.0,18.0,6.0,3.0,2697900.0,12.0,2.0,875.0,231.0,Cam,1,6.0,1.0,iOS,1.0
9.266830340233932,667.0,IPS LCD,HD+,120.0,5200.0,1.0,45.0,0,50.0,0.0,,,8.0,8.0,12.0,,8.0,256.0,767.0,188.0,,0,5.4,1.0,Android,1.0
9.598998361767967,678.0,AMOLED,FHD+,120.0,5200.0,1.0,45.0,0,50.0,1.0,1440p (Quad HD) 2K,30.0,32.0,8.0,6.0,432400.0,8.0,256.0,734.0,177.0,,0,5.4,1.0,Android,1.0
10.373491181781864,673.0,AMOLED,QHD+,120.0,4820.0,1.0,120.0,1,50.0,1.0,4320p (Ultra HD) 8K,24.0,32.0,8.0,4.0,1559800.0,12.0,256.0,838.0,229.0,,1,5.3,1.0,Android,1.0
9.40729435081445,65.0,PLS,HD+,60.0,5000.0,1.0,15.0,0,48.0,0.0,1080p (Full HD),30.0,13.0,8.0,8.0,,4.0,64.0,89.0,192.0,Plastik (Cam Görünümlü),0,5.0,1.0,Android,0.0
9.126958763037132,69.0,IPS LCD,HD+,120.0,6000.0,1.0,33.0,0,50.0,0.0,1080p (Full HD),30.0,8.0,8.0,12.0,264000.0,6.0,128.0,799.0,205.0,,0,5.4,1.0,Android,1.0
10.439980923050696,677.0,AMOLED,FHD+,120.0,6500.0,1.0,90.0,0,50.0,1.0,2160p (Ultra HD) 4K,30.0,50.0,8.0,4.0,,12.0,256.0,775.0,200.0,Cam | Plastik (Cam Görünümlü),1,5.4,1.0,Android,1.0
8.824677891164198,674.0,IPS LCD,HD+,90.0,5500.0,1.0,15.0,0,13.0,0.0,1080p (Full HD),30.0,5.0,8.0,12.0,248100.0,4.0,128.0,819.0,199.0,Plastik (Cam Görünümlü),0,5.4,0.0,Android,1.0
10.358250632365579,67.0,Dynamic AMOLED,FHD+,120.0,4700.0,1.0,25.0,1,50.0,1.0,4320p (Ultra HD) 8K,30.0,10.0,10.0,4.0,1788500.0,8.0,128.0,8.0,213.0,Cam,1,5.3,1.0,Android,1.0
9.464300187022932,667.0,Super AMOLED,FHD+,120.0,5000.0,1.0,33.0,0,50.0,0.0,2160p (Ultra HD) 4K,30.0,16.0,8.0,4.0,646600.0,8.0,128.0,9.0,197.0,Plastik,1,5.3,0.0,Android,1.0
10.26291011830247,67.0,Super AMOLED,FHD+,120.0,5000.0,1.0,25.0,0,108.0,1.0,2160p (Ultra HD) 4K,30.0,32.0,8.0,6.0,,8.0,128.0,76.0,181.0,,1,5.0,1.0,Android,1.0
10.268025799514616,683.0,AMOLED,FHD+,120.0,6500.0,1.0,100.0,0,50.0,1.0,2160p (Ultra HD) 4K,30.0,32.0,8.0,4.0,837700.0,12.0,512.0,831.0,2059.0,,1,5.4,1.0,Android,1.0
10.126631103850338,677.0,AMOLED,FHD+,120.0,5000.0,1.0,50.0,0,50.0,1.0,2160p (Ultra HD) 4K,30.0,32.0,8.0,4.0,770100.0,12.0,256.0,835.0,201.0,Cam,1,5.4,1.0,Android,1.0
11.501553650287464,67.0,OLED,FHD+,120.0,4323.0,1.0,20.0,1,48.0,1.0,2160p (Ultra HD) 4K,60.0,12.0,6.0,4.0,1761400.0,6.0,256.0,785.0,240.0,Cam,1,5.3,1.0,iOS,1.0
9.69482304709609,66.0,Super AMOLED,FHD+,120.0,5000.0,1.0,25.0,0,48.0,1.0,2160p (Ultra HD) 4K,30.0,13.0,8.0,6.0,560100.0,8.0,256.0,82.0,199.0,Plastik (Cam Görünümlü),1,5.3,1.0,Android,1.0
9.422362306749882,647.0,AMOLED,FHD+,60.0,5260.0,1.0,30.0,0,108.0,1.0,2160p (Ultra HD) 4K,30.0,32.0,8.0,8.0,370700.0,6.0,128.0,967.0,208.0,Cam,0,5.0,1.0,Android,0.0
9.277999020449997,667.0,IPS LCD,HD+,90.0,6000.0,1.0,45.0,0,50.0,0.0,1080p (Full HD),30.0,5.0,8.0,11.0,,8.0,256.0,799.0,193.0,,0,5.0,1.0,Android,1.0
9.60245002503719,678.0,AMOLED,FHD+,144.0,5000.0,1.0,68.0,0,108.0,1.0,2160p (Ultra HD) 4K,60.0,50.0,8.0,6.0,774700.0,8.0,256.0,79.0,185.0,Cam,1,,1.0,Android,1.0
9.32562963409582,65.0,PLS,HD+,60.0,5000.0,1.0,15.0,0,48.0,0.0,1080p (Full HD),30.0,8.0,8.0,12.0,152800.0,4.0,64.0,89.0,205.0,Plastik,0,5.0,0.0,Android,0.0
10.166236358442697,678.0,AMOLED,FHD+,144.0,5000.0,1.0,70.0,0,50.0,1.0,2160p (Ultra HD) 4K,60.0,50.0,8.0,4.0,937100.0,12.0,512.0,768.0,187.0,,1,5.3,1.0,Android,
10.5320959452918,674.0,OLED,FHD+,120.0,4700.0,1.0,66.0,1,50.0,1.0,2160p (Ultra HD) 4K,60.0,13.0,8.0,4.0,1255000.0,8.0,256.0,85.0,209.0,,0,5.2,1.0,Android,1.0
9.209990310711888,667.0,IPS LCD,FHD+,120.0,5160.0,1.0,33.0,0,64.0,0.0,2160p (Ultra HD) 4K,30.0,20.0,8.0,8.0,403800.0,6.0,128.0,94.0,215.0,Plastik (Cam Görünümlü),0,5.1,1.0,Android,1.0
10.304810761476958,67.0,AMOLED,FHD+,120.0,5000.0,1.0,67.0,0,50.0,1.0,2160p (Ultra HD) 4K,30.0,32.0,8.0,4.0,644700.0,8.0,256.0,875.0,196.0,,1,5.2,1.0,Android,1.0
9.806205429729575,64.0,Super AMOLED,FHD+,90.0,5000.0,1.0,25.0,0,48.0,1.0,2160p (Ultra HD) 4K,30.0,13.0,8.0,5.0,450500.0,6.0,128.0,81.0,186.0,Plastik (Cam Görünümlü),1,5.1,1.0,Android,1.0
10.292145542327912,61.0,IPS LCD,HD+,60.0,2942.0,1.0,15.0,1,12.0,1.0,2160p (Ultra HD) 4K,60.0,7.0,6.0,7.0,736800.0,3.0,64.0,83.0,194.0,Cam,0,5.0,1.0,iOS,1.0
9.566545205430295,677.0,AMOLED,FHD+,120.0,6500.0,1.0,90.0,0,50.0,0.0,1080p (Full HD),30.0,32.0,8.0,6.0,,8.0,256.0,759.0,194.0,,0,5.0,1.0,Android,1.0
8.98994927917021,667.0,IPS LCD,FHD+,60.0,5020.0,1.0,30.0,0,64.0,0.0,2160p (Ultra HD) 4K,30.0,16.0,8.0,8.0,402600.0,6.0,64.0,88.0,209.0,Cam,0,5.0,1.0,Android,1.0
